 park, street,0.000171
 w, ballplayer,0.000171
 racket, kia,0.000171
 first, trolleybus,0.000171
 11, analog,0.000171
 ballplayer, 13,0.000165
 30, ballplayer,0.000165
 street, park,0.000165
 airliner, delta,0.000165
 p, parking,0.000158
 ahead, street,0.000158
 irri, quill,0.000158
 emirates, racket,0.000158
 traffic, street,0.000158
 buses, trolleybus,0.000158
 stop, pole,0.000158
 bus, school,0.000158
 4, ballplayer,0.000158
 s, street,0.000158
 airliner, olivier,0.000158
 streetcar, stop,0.000158
 colgate, washbasin,0.000152
 racket, tennis,0.000152
 klm, airliner,0.000152
 ski, ski,0.000152
 ballplayer, 8,0.000152
 school, bus,0.000152
 nw, street,0.000152
 iglhaut, minibus,0.000152
 ballplayer, j,0.000152
 c, racket,0.000152
 922, passenger,0.000152
 ace, airliner,0.000152
 kia, ping-pong,0.000146
 9, ballplayer,0.000146
 polo, tennis,0.000146
 cargo, airliner,0.000146
 s, racket,0.000146
 33, ballplayer,0.000146
 100, street,0.000146
 airliner, christopher,0.000146
 parking, street,0.000139
 racket, m,0.000139
 wii, remote,0.000139
 pizza, pizza,0.000139
 28, ballplayer,0.000139
 ballplayer, 2,0.000139
 main, street,0.000139
 2, analog,0.000139
 arriva, trolleybus,0.000139
 racket, match,0.000139
 8, soccer,0.000139
 canada, airliner,0.000139
 racket, ibm,0.000133
 p, pizza,0.000133
 abil, stethoscope,0.000133
 ballplayer, photography,0.000133
 av, traffic,0.000133
 analog, 3,0.000133
 street, crossing,0.000133
 only, traffic,0.000133
 red, traffic,0.000133
 ballplayer, s,0.000133
 reserves, airliner,0.000133
 6, analog,0.000133
 a, electric,0.000133
 e, racket,0.000133
 fire, fire,0.000133
 street, the,0.000133
 sunscreen, colgate,0.000133
 trolleybus, big,0.000133
 lufthansa, airliner,0.000127
 prison, english,0.000127
 racket, w,0.000127
 end, street,0.000127
 10, ballplayer,0.000127
 zone, street,0.000127
 trolleybus, stop,0.000127
 5, soccer,0.000127
 when, traffic,0.000127
 analog, 11,0.000127
 14, ballplayer,0.000127
 20, ballplayer,0.000127
 english, prison,0.000127
 23, ballplayer,0.000127
 11, ballplayer,0.000127
 ballplayer, 404,0.000127
 citizen, racket,0.000127
 airliner, airways,0.000127
 warplane, u.s,0.000127
 gulf, traffic,0.000127
 ballplayer, 5,0.000127
 alto, street,0.000127
 whisper, teddy,0.000127
 trolleybus, 2013,0.000127
 passenger, national,0.000127
 teddy, whisper,0.000127
 100, web,0.000127
 autodesk, toilet,0.000127
 12, wall,0.000127
 ballplayer, a,0.00012
 ballplayer, 30,0.00012
 orioles, ballplayer,0.00012
 g, wing,0.00012
 street, p,0.00012
 usbank, ballplayer,0.00012
 private, trolleybus,0.00012
 ii, bell,0.00012
 red, ballplayer,0.00012
 parking, parking,0.00012
 china, airliner,0.00012
 ballplayer, 26,0.00012
 united, airliner,0.00012
 airliner, airlines,0.00012
 racket, us,0.00012
 ballplayer, 1,0.00012
 open, racket,0.00012
 27, ballplayer,0.00012
 on, traffic,0.00012
 b, ballplayer,0.00012
 airliner, photo,0.00012
 airfrance, airliner,0.00012
 3, analog,0.00012
 racket, open,0.000114
 doughnuts, bakery,0.000114
 photography, airliner,0.000114
 stagecoach, trolleybus,0.000114
 traffic, only,0.000114
 the, street,0.000114
 ballplayer, 25,0.000114
 polizei, electric,0.000114
 xii, analog,0.000114
 traffic, red,0.000114
 street, zone,0.000114
 pepsi, pizza,0.000114
 cola, trailer,0.000114
 ballplayer, 12,0.000114
 metropc, ballplayer,0.000114
 b, racket,0.000114
 street, london,0.000114
 16, ballplayer,0.000114
 airliner, aa,0.000114
 passenger, stop,0.000114
 ballplayer, 9,0.000114
 stop, cab,0.000114
 20, ski,0.000114
 ballplayer, sato,0.000114
 airline, racket,0.000114
 pedestrian, street,0.000114
 iii, bell,0.000114
 c, ballplayer,0.000114
 airliner, sky,0.000114
 express, warplane,0.000114
 obb, electric,0.000114
 sato, ballplayer,0.000114
 apple, grocery,0.000114
 dell, mouse,0.000114
 passenger, a,0.000114
 polo, racket,0.000114
 home, remote,0.000114
 35, ballplayer,0.000114
 cowpe, passenger,0.000114
 combo, plate,0.000114
 airliner, british,0.000114
 , wall,0.000114
 ballplayer, com,0.000108
 s, ballplayer,0.000108
 377, passenger,0.000108
 dodgers, ballplayer,0.000108
 airliner, mark,0.000108
 unicycle, stop,0.000108
 iii, analog,0.000108
 airliner, ana,0.000108
 ballplayer, bank,0.000108
 tennis, tennis,0.000108
 26, ballplayer,0.000108
 virgin, airliner,0.000108
 street, war,0.000108
 southwest, airliner,0.000108
 ballplayer, 3,0.000108
 north, street,0.000108
 airliner, reserves,0.000108
 ballplayer, 27,0.000108
 skufe, bannister,0.000108
 fischer, ski,0.000108
 analog, 6,0.000108
 ski, stop,0.000108
 state, street,0.000108
 sox, ballplayer,0.000108
 5, analog,0.000108
 269, web,0.000101
 6, ballplayer,0.000101
 racket, e,0.000101
 at&t, ballplayer,0.000101
 ballplayer, c,0.000101
 ballplayer, sox,0.000101
 ballplayer, m,0.000101
 a, remote,0.000101
 wild, bell,0.000101
 trolleybus, arriva,0.000101
 ballplayer, b,0.000101
 street, nw,0.000101
 fx7, desktop,0.000101
 bank, racket,0.000101
 nyc, pay-phone,0.000101
 a, ballplayer,0.000101
 ibas, racket,0.000101
 thames, trolleybus,0.000101
 passenger, 922,0.000101
 7, ballplayer,0.000101
 sky, airliner,0.000101
 ballplayer, of,0.000101
 sagafresh, barbershop,0.000101
 street, 800,0.000101
 first, passenger,0.000101
 chefs, airliner,0.000101
 hotdog, domino,0.000101
 624-2121, ambulance,0.000101
 the, book,0.000101
 stop, gas,0.000101
 4, volleyball,0.000101
 bannister, pohl,0.000101
 m, racket,0.000101
 s.corn, zebra,0.000101
 ballplayer, 15,0.000101
 airliner, klm,0.000101
 g, ballplayer,0.000101
 state, ballplayer,0.000101
 3, passenger,0.000101
 ballplayer, 32,0.000101
 racket, 9,0.000101
 quill, irri,0.000101
 aquos, monitor,0.000101
 travel, trolleybus,0.000101
 traffic, on,0.000101
 fedex, airliner,0.000101
 airliner, ace,0.000101
 2013, minibus,0.000101
 plate, coca-cola,0.000101
 100, television,0.000101
 wall, 12,0.000101
 james, trolleybus,0.000101
 3, volleyball,0.000101
 airliner, s,0.000101
 hpstm, web,0.000101
 photography, ballplayer,0.000101
 rvp, web,0.000101
 t, ballplayer,0.000095
 monitor, aquos,0.000095
 bus, passenger,0.000095
 ski, the,0.000095
 112, electric,0.000095
 top, street,0.000095
 bus, street,0.000095
 aa, airliner,0.000095
 eden, bicycle-built-for-two,0.000095
 400, street,0.000095
 police, horse,0.000095
 racket, 1,0.000095
 lane, street,0.000095
 street, ahead,0.000095
 of, trolleybus,0.000095
 electric, stop,0.000095
 to, street,0.000095
 4, street,0.000095
 csx, freight,0.000095
 street, 400,0.000095
 head, racket,0.000095
 street, main,0.000095
 racket, h,0.000095
 droits, airliner,0.000095
 u.s, warplane,0.000095
 coca, dining,0.000095
 traffic, not,0.000095
 c, sorrel,0.000095
 polymer, cassette,0.000095
 horse, the,0.000095
 j.co, bakery,0.000095
 ballplayer, 10,0.000095
 po, racket,0.000095
 trailer, library,0.000095
 phillies, ballplayer,0.000095
 s, traffic,0.000095
 stop, water,0.000095
 grizzlys, ballplayer,0.000095
 trolleybus, via,0.000095
 london, trolleybus,0.000089
 series, racket,0.000089
 a, wing,0.000089
 speed, street,0.000089
 wta, racket,0.000089
 photography, mountain,0.000089
 university, trolleybus,0.000089
 via, trolleybus,0.000089
 100, menu,0.000089
 force, warplane,0.000089
 street, end,0.000089
 a, airliner,0.000089
 station, trolleybus,0.000089
 foil, bakery,0.000089
 , snowmobile,0.000089
 mph, racket,0.000089
 textile, traffic,0.000089
 here, traffic,0.000089
 18, ballplayer,0.000089
 campagnolo, ski,0.000089
 airways, ping-pong,0.000089
 the, passenger,0.000089
 12, ski,0.000089
 big, trolleybus,0.000089
 go, trolleybus,0.000089
 parking, p,0.000089
 racket, c,0.000089
 ahmed, grocery,0.000089
 passenger, 377,0.000089
 ski, hunter,0.000089
 obama, street,0.000089
 museum, indian,0.000089
 stop, streetcar,0.000089
 p, racket,0.000089
 the, racket,0.000089
 ballplayer, state,0.000089
 dr, street,0.000089
 street, dr,0.000089
 the, grocery,0.000089
 banana, bonita,0.000089
 ipm, refrigerator,0.000089
 soccer, 8,0.000089
 streetcar, first,0.000089
 menu, 100,0.000089
 trolleybus, buses,0.000089
 parking, stop,0.000089
 bristol, fire,0.000089
 dell, notebook,0.000089
 701, streetcar,0.000089
 rvp, menu,0.000089
 hotel, street,0.000089
 proctor, pickelhaube,0.000089
 racket, bnp,0.000089
 police, moped,0.000089
 17, volleyball,0.000089
 airliner, us,0.000089
 ballplayer, kt,0.000089
 trolleybus, dude90,0.000089
 a, ski,0.000089
 ski, tsa,0.000089
 airliner, droits,0.000089
 menu, rvp,0.000089
 homelessness, parking,0.000089
 cha, airliner,0.000089
 ballplayer, 14,0.000089
 passenger, 303,0.000089
 the, pizza,0.000089
 neweracap.com, ballplayer,0.000089
 autopista, minibus,0.000089
 ne, ballplayer,0.000089
 ballplayer, red,0.000089
 courtyard, totem,0.000089
 racket, bank,0.000089
 for, racket,0.000089
 police, cab,0.000089
 airliner, cargo,0.000089
 1, ballplayer,0.000089
 2010, zebra,0.000082
 analog, iii,0.000082
 m, trolleybus,0.000082
 ballplayer, farm,0.000082
 airliner, united,0.000082
 2011, passenger,0.000082
 hsbc, airliner,0.000082
 8, shield,0.000082
 crib, warning,0.000082
 d, street,0.000082
 broadway, traffic,0.000082
 xii, bell,0.000082
 stop, moving,0.000082
 b, ski,0.000082
 ride, ski,0.000082
 yo, street,0.000082
 ballplayer, 44,0.000082
 17, soccer,0.000082
 love, teddy,0.000082
 street, to,0.000082
 streetcar, 3,0.000082
 crash, yamaha,0.000082
 airliner, china,0.000082
 streetcar, 521,0.000082
 13, soccer,0.000082
 racket, aegon,0.000082
 1, remote,0.000082
 king, street,0.000082
 snowbird, alp,0.000082
 mercedes-benz, racket,0.000082
 3, parachute,0.000082
 myprofe, unicycle,0.000082
 35, street,0.000082
 electric, db,0.000082
 2013, crash,0.000082
 photography, paddle,0.000082
 streets, parking,0.000082
 street, area,0.000082
 street, state,0.000082
 b, moped,0.000082
 10, volleyball,0.000082
 universal, remote,0.000082
 anz, ballplayer,0.000082
 ballplayer, 11,0.000082
 58, ballplayer,0.000082
 45, ballplayer,0.000082
 0, remote,0.000082
 street, limit,0.000082
 airliner, cha,0.000082
 president, street,0.000082
 p, unicycle,0.000082
 ballplayer, 19,0.000082
 street, of,0.000082
 streetcar, 5,0.000082
 the, tray,0.000082
 ballplayer, sports,0.000082
 photography, orange,0.000082
 org, racket,0.000082
 55, ballplayer,0.000082
 s, airliner,0.000082
 electric, 185,0.000082
 3, streetcar,0.000076
 coca-cola, plate,0.000076
 colgate, sunscreen,0.000076
 doughnut, minibus,0.000076
 r-d, minibus,0.000076
 cab, way,0.000076
 paribas, racket,0.000076
 garbage, stop,0.000076
 ballplayer, t,0.000076
 analog, new,0.000076
 10, cinema,0.000076
 airliner, winterbourne,0.000076
 sale, motor,0.000076
 the, trolleybus,0.000076
 6068, freight,0.000076
 go, ballplayer,0.000076
 adidas, racket,0.000076
 i, analog,0.000076
 air, dock,0.000076
 street, speed,0.000076
 airliner, a,0.000076
 252, freight,0.000076
 vii, analog,0.000076
 coca-cola, trailer,0.000076
 38, trolleybus,0.000076
 racket, series,0.000076
 ballplayer, l,0.000076
 7, scale,0.000076
 bitch, siamese,0.000076
 yunker, ballplayer,0.000076
 y, airliner,0.000076
 the, steam,0.000076
 602, trolleybus,0.000076
 croquet, your,0.000076
 8141, electric,0.000076
 left, traffic,0.000076
 hc, ballplayer,0.000076
 ballplayer, 48,0.000076
 organic, broccoli,0.000076
 say, knee,0.000076
 to, traffic,0.000076
 911, police,0.000076
 orbit, purse,0.000076
 birthday, jigsaw,0.000076
 street, 4,0.000076
 dda, grocery,0.000076
 xcel, rugby,0.000076
 traffic, 10,0.000076
 trailer, coca-cola,0.000076
 racket, world,0.000076
 5, trolleybus,0.000076
 1646, amphibian,0.000076
 of, groom,0.000076
 mastercard, ballplayer,0.000076
 stop, school,0.000076
 15, soccer,0.000076
 2, electric,0.000076
 airliner, easyjet,0.000076
 1st, ice,0.000076
 m, trench,0.000076
 t, street,0.000076
 the, ice,0.000076
 scottish, passenger,0.000076
 volleyball, 17,0.000076
 50, pier,0.000076
 photography, passenger,0.000076
 bombers, ballplayer,0.000076
 c, fire,0.000076
 express, trolleybus,0.000076
 sauce, pizza,0.000076
 domino, hotdog,0.000076
 axel, minibus,0.000076
 time, street,0.000076
 horse, hotel,0.000076
 ballplayer, acura,0.000076
 anniversary, arabian,0.000076
 ski, 12,0.000076
 telfort, cash,0.000076
 9, soccer,0.000076
 ghio, traffic,0.000076
 2013, passenger,0.000076
 de, streetcar,0.000076
 hotdog, do,0.000076
 f, electric,0.000076
 na, airliner,0.000076
 ballplayer, 6,0.000076
 vans, bobsled,0.000076
 your, ballplayer,0.000076
 cab, st,0.000076
 forces, warplane,0.000076
 unicycle, s,0.000076
 bannister, ninja,0.000076
 25, steam,0.000076
 tarmac, rugby,0.000076
 photography, seashore,0.000076
 pepsi, crib,0.000076
 e, ski,0.000076
 2, volleyball,0.000076
 samsung, cellular,0.000076
 kanu, four-poster,0.000076
 victoria, trolleybus,0.000076
 african, ping-pong,0.000076
 germanwings, airliner,0.000076
 sncf, bullet,0.000076
 area, street,0.000076
 any, street,0.000076
 22, electric,0.000076
 36, soccer,0.000076
 fleet, trolleybus,0.000076
 basketball, kia,0.000076
 icon, warplane,0.000076
 electric, union,0.000076
 c, seashore,0.000076
 ski-hi, grocery,0.000076
 city, streetcar,0.000076
 magic, trolleybus,0.000076
 2, streetcar,0.000076
 street, e,0.000076
 desk, red,0.000076
 1843, ox,0.000076
 driving, street,0.000076
 ox, 350,0.000076
 trolleybus, london,0.000076
 happy, plate,0.000076
 bagel, natas,0.000076
 crash, police,0.000076
 pier, 50,0.000076
 netsuite, ballplayer,0.000076
 trolleybus, stagecoach,0.000076
 4, sorrel,0.000076
 3, parking,0.000076
 passenger, 2,0.000076
 racket, the,0.000076
 chiquita, banana,0.000076
 ballplayer, metropc,0.000076
 shuttle, minibus,0.000076
 acura, ballplayer,0.000076
 cc, toaster,0.000076
 bakery, stop,0.000076
 465, web,0.000076
 64, freight,0.000076
 1550, freight,0.000076
 hotdog, hotdog,0.000076
 x-48b, fountain,0.000076
 street, board,0.000076
 2, parachute,0.000076
 streetcar, champions,0.000076
 honda, minibus,0.000076
 traffic, enter,0.000076
 street, t,0.000076
 stop, unicycle,0.000076
 ny, ballplayer,0.000076
 green, passenger,0.000076
 drive, street,0.000076
 vase, vase,0.000076
 traffic, s,0.000076
 llama, the,0.000076
 b, trolleybus,0.000076
 a, passenger,0.000076
 burrito, coca,0.000076
 audi, envelope,0.000076
 element, bobsled,0.000076
 platform, analog,0.000076
 volleyball, money,0.000076
 evergreen, traffic,0.000076
 yellow, trolleybus,0.000076
 minibus, iglhaut,0.000076
 ballplayer, new,0.000076
 thebesianer, lynx,0.000076
 8, steam,0.000076
 only, street,0.000076
 m, cellular,0.000076
 warplane, navy,0.000076
 drop, tray,0.000076
 racket, tour,0.000076
 traffic, p,0.000076
 iiii, bell,0.000076
 great, illinois,0.000076
 happy, candle,0.00007
 4, passenger,0.00007
 stop, garbage,0.00007
 ii, analog,0.00007
 trolleybus, first,0.00007
 streetcar, city,0.00007
 ballplayer, 340,0.00007
 cap.com, ballplayer,0.00007
 match, racket,0.00007
 4815, steam,0.00007
 stop, chainlink,0.00007
 fila, tennis,0.00007
 the, tow,0.00007
 steam, c,0.00007
 photography, bell,0.00007
 street, driving,0.00007
 p, street,0.00007
 street, my,0.00007
 ski, 13,0.00007
 marucci, ballplayer,0.00007
 prof, unicycle,0.00007
 bus, streetcar,0.00007
 wilson, racket,0.00007
 racket, head,0.00007
 bear, teddy,0.00007
 passenger, bus,0.00007
 emirates, ballplayer,0.00007
 48, ballplayer,0.00007
 street, 2,0.00007
 kawasaki, moped,0.00007
 c, electric,0.00007
 v, bell,0.00007
 racket, emirates,0.00007
 warplane, air,0.00007
 trolleybus, 38,0.00007
 tour, racket,0.00007
 172, passenger,0.00007
 electric, pacific,0.00007
 unicycle, myprofe,0.00007
 brass, cafe,0.00007
 visa, ski,0.00007
 30, street,0.00007
 airliner, connection,0.00007
 p, passenger,0.00007
 ryansttephotos.ca, airliner,0.00007
 passenger, p,0.00007
 m, ballplayer,0.00007
 racket, 6,0.00007
 racket, s,0.00007
 l, ballplayer,0.00007
 the, teddy,0.00007
 texas, ballplayer,0.00007
 analog, vi,0.00007
 be, trolleybus,0.00007
 2013, racket,0.00007
 2009, banana,0.00007
 airliner, fedex,0.00007
 14:39, banana,0.00007
 teddy, bear,0.00007
 22, ballplayer,0.00007
 caution, bagel,0.00007
 dell, computer,0.00007
 fly, racket,0.00007
 10, street,0.00007
 so, ballplayer,0.00007
 well, sarong,0.00007
 a, dock,0.00007
 racket, for,0.00007
 war, street,0.00007
 2013, sorrel,0.00007
 united, ballplayer,0.00007
 trolleybus, leonidas,0.00007
 , traffic,0.00007
 parking, traffic,0.00007
 bank, analog,0.00007
 passenger, 12,0.00007
 copyright, passenger,0.00007
 regio, passenger,0.00007
 sorrel, c,0.00007
 street, 54,0.00007
 ballplayer, 4,0.00007
 giants, ballplayer,0.00007
 airliner, c,0.00007
 iii, wall,0.00007
 open, tennis,0.00007
 9, ski,0.00007
 birthday, candle,0.00007
 tour, ping-pong,0.00007
 church, street,0.00007
 www.wlv.ac.uk, trolleybus,0.00007
 baseball, 25,0.00007
 and, traffic,0.00007
 the, umbrella,0.00007
 passenger, photography,0.00007
 burton, ski,0.00007
 vancouver, ski,0.00007
 ramirez, ballplayer,0.00007
 analog, platform,0.00007
 projectile, air,0.00007
 park, ballplayer,0.00007
 book, the,0.00007
 c, bell,0.00007
 parking, time,0.00007
 of, street,0.00007
 traffic, to,0.00007
 proud, trolleybus,0.00007
 steam, the,0.00007
 david, street,0.00007
 passenger, 1,0.00007
 first, streetcar,0.00007
 plate, combo,0.00007
 street, hotel,0.00007
 air, wing,0.00007
 head, ski,0.00007
 passenger, 3,0.00007
 ok, remote,0.00007
 dell, desktop,0.00007
 2, soccer,0.00007
 144, trolleybus,0.00007
 seattle, traffic,0.00007
 banana, banana,0.00007
 spices, plate,0.00007
 passenger, v,0.000063
 teddy, teddy,0.000063
 city, traffic,0.000063
 p, ballplayer,0.000063
 cola, sandbar,0.000063
 66, streetcar,0.000063
 yamaha, moped,0.000063
 ping-pong, ,0.000063
 metro, trolleybus,0.000063
 m, ski,0.000063
 cinema, 10,0.000063
 trolleybus, tour,0.000063
 maple, street,0.000063
 south, street,0.000063
 the, streetcar,0.000063
 mangob, ski,0.000063
 cab, photography,0.000063
 minibus, 4,0.000063
 3, rugby,0.000063
 trolleybus, linkinpark,0.000063
 cn, banana,0.000063
 bud, racket,0.000063
 electric, 2,0.000063
 analog, ii,0.000063
 quintanomedia.com, warplane,0.000063
 21, ballplayer,0.000063
 hot, hotdog,0.000063
 toyshop, s,0.000063
 microsoft, computer,0.000063
 victorious, stove,0.000063
 4, soccer,0.000063
 moped, yamaha,0.000063
 , obelisk,0.000063
 illinois, great,0.000063
 spirit, airliner,0.000063
 surf, minibus,0.000063
 racket, usopen.org,0.000063
 fdmb, fire,0.000063
 racket, nike,0.000063
 photography, umbrella,0.000063
 v, analog,0.000063
 luca, ski,0.000063
 qantas, airliner,0.000063
 j.w, fireboat,0.000063
 street, d,0.000063
 bnp, racket,0.000063
 hermitage, maze,0.000063
 regent, street,0.000063
 2, ski,0.000063
 street, bus,0.000063
 1, cab,0.000063
 k2, ski,0.000063
 trailer, cola,0.000063
 street, po,0.000063
 1, street,0.000063
 parking, register,0.000063
 world, racket,0.000063
 37610, electric,0.000063
 staples, moving,0.000063
 villa, motor,0.000063
 atp, ping-pong,0.000063
 soccer, 2,0.000063
 r, steam,0.000063
 steel, bruckmann,0.000063
 19, football,0.000063
 ballplayer, at&t,0.000063
 my, street,0.000063
 pedroni, ski,0.000063
 mlb.com, ballplayer,0.000063
 streetcar, 405c,0.000063
 freight, 252,0.000063
 8am-7pm, parking,0.000063
 cola, restaurant,0.000063
 force, wing,0.000063
 spring, lab,0.000063
 honda, motor,0.000063
 joes, ballplayer,0.000063
 parking, chipknip,0.000063
 nuts, orange,0.000063
 statefarm, ballplayer,0.000063
 street, konnowac,0.000063
 the, horse,0.000063
 banana, chiquita,0.000063
 hour, parking,0.000063
 photo, cheeseburger,0.000063
 3047, lawn,0.000063
 pajama, s,0.000063
 water, stop,0.000063
 coca, trailer,0.000063
 pur, racket,0.000063
 racket, kt,0.000063
 c, american,0.000063
 ski, restaurant,0.000063
 dishwasher, 2,0.000063
 tennis, lab,0.000063
 poland, ballplayer,0.000063
 no, horse,0.000063
 arnolds, bakery,0.000063
 electric, 8760,0.000063
 aireuropa, airliner,0.000063
 umbrella, rain,0.000063
 racket, usopen,0.000063
 amtrak, passenger,0.000063
 passenger, l,0.000063
 northline, mountain,0.000063
 tennis, polo,0.000063
 126, passenger,0.000063
 racket, eagles,0.000063
 suntrust, streetcar,0.000063
 amz, palace,0.000063
 no, motor,0.000063
 rugby, good,0.000063
 course, sliding,0.000063
 jamestown, pizza,0.000063
 aj, ski,0.000063
 umbrella, h,0.000063
 navy, warplane,0.000063
 verdugo, electric,0.000063
 147, passenger,0.000063
 waters, "carpenters",0.000063
 space, street,0.000063
 dam, via,0.000063
 easton, ballplayer,0.000063
 ballplayer, 7,0.000063
 school, operator,0.000063
 ambulance, motor,0.000063
 44, ballplayer,0.000063
 all, ballplayer,0.000063
 television, 100,0.000063
 s, moped,0.000063
 trolleybus, yellow,0.000063
 street, space,0.000063
 traffic, here,0.000063
 soft-coated, terry,0.000063
 analog, i,0.000063
 toilet, 0,0.000063
 2010, lab,0.000063
 ballplayer, 17,0.000063
 rvp, television,0.000063
 thelins, frying,0.000063
 she, tray,0.000063
 toyshop, na,0.000063
 huty, wok,0.000063
 express, airliner,0.000063
 proctor, lab,0.000063
 ski, 60,0.000063
 slazenger, racket,0.000063
 grant, pole,0.000063
 minibus, kmb,0.000063
 academy, lab,0.000063
 microwave, rvp,0.000063
 vending, tropicana,0.000063
 mlb, ballplayer,0.000063
 900, street,0.000063
 kia, basketball,0.000063
 masslottery.com, ballplayer,0.000063
 electric, 508615,0.000063
 sony, unicycle,0.000063
 breitling, wing,0.000063
 2, rugby,0.000063
 ski, 2013,0.000063
 s, streetcar,0.000063
 smith1866, trolleybus,0.000063
 rehov, street,0.000063
 12, racket,0.000063
 analog, 4,0.000063
 to, grocery,0.000063
 ok, stove,0.000063
 time, parking,0.000063
 9, shield,0.000063
 traffic, av,0.000063
 after, prison,0.000063
 analog, bank,0.000063
 2004, trimaran,0.000063
 trolleybus, copyright,0.000063
 2012, american,0.000063
 parking, only,0.000063
 ltr, ski,0.000063
 n, racket,0.000063
 wii, modem,0.000063
 racket, airline,0.000063
 milk, refrigerator,0.000063
 mta, analog,0.000063
 eat, minibus,0.000063
 street, 10,0.000063
 25, arabian,0.000063
 70, steam,0.000063
 minibus, gr,0.000063
 toum, beacon,0.000063
 light, racket,0.000063
 ballplayer, mc,0.000063
 moped, b,0.000063
 s, unicycle,0.000063
 soft-coated, pratchett,0.000063
 ballplayer, pirates,0.000063
 ski, g,0.000063
 310, bullet,0.000063
 confectionery, fm,0.000063
 speedboat, happy,0.000063
 microwave, 100,0.000063
 racket, photography,0.000063
 toray, racket,0.000063
 2013, trolleybus,0.000063
 ballplayer, 50,0.000063
 work, street,0.000063
 baseball, 1,0.000063
 warning, crib,0.000063
 confectionery, rmf,0.000063
 2013, wing,0.000063
 3417, passenger,0.000063
 aircraft, admiralty,0.000063
 tennis, fila,0.000063
 fast, oxcart,0.000063
 canada, dam,0.000063
 185, electric,0.000063
 bakerdavid@gmail.com, cheeseburger,0.000063
 dining, pizza,0.000063
 34, ballplayer,0.000063
 an, traffic,0.000063
 traffic, when,0.000063
 hotdog, confectionery,0.000063
 38, ballplayer,0.000063
 remote, 0,0.000063
 one, unicycle,0.000063
 drink, minibus,0.000063
 qatar, airliner,0.000063
 90, submarine,0.000063
 steam, landsiedel,0.000063
 street, south,0.000063
 racket, ex,0.000063
 air, running,0.000063
 stethoscope, band-aid,0.000063
 burton, snowmobile,0.000063
 ballplayer, 35,0.000063
 racer, ex,0.000063
 ski, pyong,0.000063
 rule, 12,0.000063
 fit, suit,0.000063
 coca, sandbar,0.000063
 eggs, band,0.000063
 dock, a,0.000063
 hercules, tobacco,0.000063
 station, streetcar,0.000063
 manhattan, cab,0.000063
 onb, ski,0.000063
 crash, honda,0.000063
 happy, trifle,0.000063
 toilet, a,0.000063
 japan, airliner,0.000063
 hotel, traffic,0.000063
 p, moving,0.000063
 lunch, oxcart,0.000063
 carrots, grocery,0.000063
 ii, fireboat,0.000063
 200, street,0.000063
 jordi, electric,0.000063
 traffic, rd,0.000063
 steam, peter,0.000063
 block, street,0.000063
 sarah, "carpenters",0.000063
 way, cab,0.000063
 hoc, wok,0.000063
 banana, r,0.000063
