im_id,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,visual,gt
COCO_train2014_000000018873.jpg,happy,hooping,happily,nappy,morphy,loopy,harpy,inaptly,floppy,haply,bib,happy
COCO_train2014_000000018952.jpg,borzoi,morison,noted,morsel,motets,merest,overfed,cored,norad,coffee,church,hotel
COCO_train2014_000000018994.jpg,circa,inca,area,pica,ira,urea,pres,ursa,lira,fica,teddy,c8
COCO_train2014_000000019202.jpg,a,ci,cl,ai,4,gi,ck,ct,cai,cr,traffic,p
COCO_train2014_000000019413.jpg,boot,801,scot,1601,ascot,soot,spot,boor,ascii,sci,streetcar,3901
COCO_train2014_000000019766.jpg,xxx,4x4,amax,apex,phx,aghast,apron,arras,apical,arai,bannister,ris
COCO_train2014_000000019918.jpg,disinheriting,augmenting,disconcerting,agamemnon,disincentive,commenting,ornamenting,augmenters,disinherited,mesmerizers,balance,element
COCO_train2014_000000019927.jpg,guinness,glumness,countess,guineas,oiliness,calmness,gunners,gauntness,quinces,gumbos,barometer,guinness
COCO_train2014_000000019955.jpg,asl,si,s,83,az,sq,52,nsi,asp,89,paddle,o
COCO_train2014_000000020030.jpg,a,q,ai,2,7,0,al,1,d,4,face,&
COCO_train2014_000000020039.jpg,cue,cub,cur,rub,cut,gus,cul,rue,cvs,cup,pickup,club
COCO_train2014_000000020090.jpg,whets,nanette,thirsts,athletes,submerses,three,carets,demeter,xref,turrets,ballplayer,lynx
COCO_train2014_000000020549.jpg,schoolboy,ecuadoran,kingdom,genocidal,genocide,bungalow,cambodian,retrograde,vainglory,tangoing,ambulance,xmq6119t
COCO_train2014_000000020651.jpg,carina,angina,sabina,arm,racing,songhua,adrian,cabana,mbini,edema,crayfish,cocima
COCO_train2014_000000020707.jpg,bb,bl,1620,iga,lola,ibiza,1229,1026,bu,lech,bookcase,1824
COCO_train2014_000000020770.jpg,cl,q,gi,ci,tl,ul,si,a,isl,vi,seashore,sun
COCO_train2014_000000021166.jpg,per,pee,pier,pet,fer,pep,peer,pea,pelf,plex,street,per
COCO_train2014_000000021235.jpg,gte,gil,ck,gk,cfc,gt,cf,ge,gr,gb,paddle,cle
COCO_train2014_000000021531.jpg,hd,ad,jd,12,yd,nd,52,a12,22,rd,pizza,42
COCO_train2014_000000021883.jpg,isis,isle,tsin,5b,25th,sh,bb,usda,fslic,slr,ballplayer,lsu
COCO_train2014_000000021968.jpg,chivy,canny,carny,carry,curve,cary,carve,entry,cuing,larry,refrigerator,totally
COCO_train2014_000000022256.jpg,xxx,aqua,xix,xiv,xvi,rv,kw,mw,ion,ru,dining,i
COCO_train2014_000000022696.jpg,decipher,acceptance,esophagi,bopping,deceptively,bogeymen,biographical,bagpiper,eggplant,beefiest,restaurant,hoepfner
COCO_train2014_000000022838.jpg,9,19,sq,360,69,89,30,59,esq,io,analog,9
COCO_train2014_000000023107.jpg,leisure,fissure,legislature,legislate,issue,reissuing,gesture,censure,lessors,kissing,school,leisure
COCO_train2014_000000023253.jpg,2,195,122,d,j,o,0,oj,33,oi,crash,9
COCO_train2014_000000023311.jpg,kbco,ibo,1229,leo,2000,idea,recd,1600,1996,ibm,desk,1200
COCO_train2014_000000023702.jpg,waterfall,waterbed,waterloo,watering,watermill,waterbird,watered,watercraft,watchful,watergate,seashore,wateraid
COCO_train2014_000000023797.jpg,step,size,gibe,jib,sift,gigs,sill,stiff,ster,gee,fire,5735
COCO_train2014_000000023986.jpg,bilbo,bilbao,lillian,bubo,cotillions,lilo,bimbo,billed,zillion,turbo,ballplayer,garolina
COCO_train2014_000000024042.jpg,ar,ian,hr,ai,an,sr,i,qr,av,mr,car,ap
COCO_train2014_000000024368.jpg,pious,idols,nous,odious,dos,doz,dds,ploys,indus,avows,trolleybus,dious
COCO_train2014_000000024401.jpg,fix,rx,riv,fy,tv,pix,av,six,jv,xx,parachute,dk
COCO_train2014_000000024554.jpg,cali,cads,caph,cage,calf,cmdr,caff,ends,ab,caviar,restaurant,cocacola
COCO_train2014_000000024585.jpg,vogue,veggie,tgif,keys,wigglier,reggie,veggies,vegges,wove,reggies,airliner,virgin
COCO_train2014_000000024728.jpg,selassie,debase,aghast,sickness,sickest,schist,behest,schuss,icings,spikiest,space,chase
COCO_train2014_000000024769.jpg,and,arid,aid,sand,2nd,ad,3rd,32nd,ainu,ani,model,and
COCO_train2014_000000024792.jpg,ives,nco,io,13,neb,vg,xes,nos,19,web,bullet,3
COCO_train2014_000000024802.jpg,rn,ir,in,lr,ln,rr,tn,fr,m,hr,passenger,en
COCO_train2014_000000024899.jpg,nelda,p6100,ochoa,polios,acids,algieba,32803,albion,vision,golda,passenger,96104
COCO_train2014_000000024923.jpg,harry,hanny,horny,hurry,hardy,hump,harpy,flurry,hairy,hwy,freight,harry
COCO_train2014_000000025102.jpg,tsin,irvin,syn,sun,spin,yin,fin,fun,tun,run,scoreboard,in
COCO_train2014_000000025121.jpg,a,ia,4,h,14,iq,tai,n,val,ai,polaroid,4
COCO_train2014_000000025616.jpg,loosen,looser,chosen,poser,judson,hooch,bosch,worsen,epoch,hosea,waffle,bosch
COCO_train2014_000000025847.jpg,g,cg,scsi,s,6,rsi,c,1957,is,nsi,bullet,st
COCO_train2014_000000025885.jpg,e,et,fi,bl,ff,b,bi,r,es,6,street,e
COCO_train2014_000000026105.jpg,leann,became,leeching,leans,legend,iceland,seamy,leland,decamp,techno,volleyball,lecanto
COCO_train2014_000000026164.jpg,reagan,coca,acacia,loggia,cocoa,fascia,cough,ceca,peseta,georgia,bobsled,coca
COCO_train2014_000000026165.jpg,squat,amway,aux,aghast,adman,audi,qua,aswan,awn,actual,street,4
COCO_train2014_000000026286.jpg,st,i,1,7,j,fi,sj,si,t,sit,parachute,i
COCO_train2014_000000026362.jpg,stolypin,dybbuk,york,hoick,dork,studious,spock,stolidly,sloughs,roux,vending,100
COCO_train2014_000000026367.jpg,doming,domini,romaine,donne,somme,homing,zooming,dominic,rooming,downing,unicycle,domino
COCO_train2014_000000026552.jpg,alexandra,alejandro,alexander,alexanders,dishonors,skidmore,disengage,alternators,nickname,discommode,shovel,alexandre
COCO_train2014_000000026782.jpg,bbl,equal,fbi,ebb,elul,ezell,egad,esau,chi,isiah,hook,g
COCO_train2014_000000026783.jpg,polkaed,raked,policed,rokko,bobbed,rowed,bedhead,rodrigo,hoked,aphasia,rotisserie,30h434
COCO_train2014_000000026893.jpg,inf,mr,me,mt,int,imf,tnf,nt,nf,mk,computer,me
COCO_train2014_000000026895.jpg,bsds,32803,egos,agog,50,bison,blog,boos,800,60,trolleybus,8509
COCO_train2014_000000027348.jpg,rec,rc,rb,rd,rob,rca,reg,fcc,iras,res,balloon,poo
COCO_train2014_000000027370.jpg,jog,dog,106,tog,los,log,bog,705,gog,zoe,banana,grown
COCO_train2014_000000027513.jpg,semen,signori,silentest,gemini,signify,stoniest,sennett,alembert,semtex,element,paddle,clement
COCO_train2014_000000027616.jpg,ty,iv,tv,fy,ry,rv,w,fly,jv,v,motor,tmg
COCO_train2014_000000027950.jpg,50,60,30,so,sd,bo,iso,5a,80,lsd,rugby,50
COCO_train2014_000000028109.jpg,chin,skin,akin,ixia,erin,skua,skein,kia,grin,okla,racket,kia
COCO_train2014_000000028230.jpg,1996,loo,doc,jo,woo,32803,leo,1600,ito,zoo,pole,ros
COCO_train2014_000000028327.jpg,terry,tern,tiers,very,zero,leery,terri,terr,jeri,teri,balance,terry
COCO_train2014_000000028336.jpg,fi,f,h,r,e,p,fa,fr,ff,a,mountain,h
COCO_train2014_000000028392.jpg,s,ss,gs,css,69,ex,cst,es,5,est,street,stop 
COCO_train2014_000000028750.jpg,2011,2076,jolt,jots,2010,29th,dole,dots,zone,doll,plate,2013
COCO_train2014_000000028878.jpg,wendy,superbly,trendy,windy,wendi,wanly,wrongly,woody,wordy,overbuy,television,wendy
COCO_train2014_000000029241.jpg,merton,insertion,injection,melton,inferior,marion,morton,unction,mervin,auction,crutch,merton
COCO_train2014_000000029391.jpg,sr71,int,tnt,smi,hi,civil,anti,xxi,snit,anvil,bullet,m
COCO_train2014_000000029616.jpg,oil,631,del,oat,oed,oct,547,617,obj,bell,house,oez
COCO_train2014_000000029875.jpg,sulked,sullies,sullied,sulfa,suites,sillies,snuffed,suited,swizz,swivel,tricycle,sunkist
COCO_train2014_000000029894.jpg,2c,rc,qc,pc,nc,ac,26,tc,ec,36,racket,20
COCO_train2014_000000029937.jpg,bludgeon,etruscan,ellison,ellington,clemson,illusion,jellybean,chicagoan,billycan,klingon,bannister,elkus
COCO_train2014_000000030000.jpg,4x4,xi,ocr,lxii,jct,inch,xx,xl,act,incs,bow,n
COCO_train2014_000000030120.jpg,be,ibis,bf,bbses,le,bb,bs,ibexes,belies,isis,ballplayer,bes
COCO_train2014_000000030187.jpg,358,818,il,r,236,he,zzz,t,311,k,microwave,1234567890
COCO_train2014_000000030841.jpg,java,rave,rays,eave,pave,faye,kayo,n,save,ap,airliner,ava
COCO_train2014_000000031941.jpg,d,0,id,o,io,10,lu,w,u,20,ballplayer,w
COCO_train2014_000000032231.jpg,paper,pager,parer,vader,pages,paez,placer,diaper,pact,paler,desk,paper
COCO_train2014_000000032270.jpg,xis,mus,wis,mils,iris,his,iras,mas,hhs,nus,ballplayer,k15
COCO_train2014_000000032286.jpg,22,pl,pi,222,pu,28,2c,x,z,pe,refrigerator,24
COCO_train2014_000000032675.jpg,cawed,fauvism,cayman,cowherd,caviled,caution,gaulish,cameo,cannon,cower,barber,caution
COCO_train2014_000000032819.jpg,lone,ions,ides,logs,idly,lobs,hones,idle,da,lobes,streetcar,dif
COCO_train2014_000000032967.jpg,e,iq,c,ra,b,6,io,rei,rs,g,moped,symbol
COCO_train2014_000000033009.jpg,marines,markings,marques,martyrs,marinas,martins,mornings,martinez,moraines,mappings,dining,maritimes
COCO_train2014_000000033186.jpg,r,k,er,c,cr,gr,fr,gt,e,err,comic,ccc
COCO_train2014_000000033341.jpg,gs,gk,gas,k,x,ge,sk,ak,818,88,burrito,heinz
COCO_train2014_000000033352.jpg,abbe,plebe,obese,dibble,achebe,quebec,dabble,pebble,phoebe,cheese,warplane,d
COCO_train2014_000000033471.jpg,sols,jots,905,pols,2076,job,no25,908,gals,odis,moving,2013
COCO_train2014_000000033695.jpg,link,fink,ink,lank,kink,irk,jink,erik,dink,rink,school,link
COCO_train2014_000000033727.jpg,fixity,hmm,ann,xxxiv,han,forty,pram,firth,arm,pain,church,firth
COCO_train2014_000000033820.jpg,xi,xl,xii,xe,jet,k,xxi,h,xx,xs,traffic,xi
COCO_train2014_000000033841.jpg,g,8,3,9,s,4,5,e,a,gi,trailer,energy
COCO_train2014_000000033861.jpg,a,22,w,vi,1,m,25,pi,31,jd,maypole,20
COCO_train2014_000000033897.jpg,a,pl,pi,222,2,d,1,ri,n,al,soccer,22
COCO_train2014_000000034063.jpg,stop,stol,strop,slop,atop,sips,sloe,slob,stole,stops,street,stop
COCO_train2014_000000034285.jpg,palindromic,multnomah,subnormal,muhammad,millennial,subatomic,rubbermaid,philharmonic,autumnal,musharraf,poncho,photography
COCO_train2014_000000034480.jpg,france,trance,fiance,finance,francs,franck,chance,franco,grange,faience,crutch,france
COCO_train2014_000000034539.jpg,zest,psi,cosi,1957,jest,psst,gassy,desai,assn,asl,ski,232
COCO_train2014_000000034645.jpg,4,7,2,8,g,9,ap,z,3,q,great,4
COCO_train2014_000000034971.jpg,uganda,gouda,joanna,locanda,cosmos,gonna,luanda,gounod,vonda,zounds,golfcart,honda
COCO_train2014_000000035037.jpg,l,il,i,11,t,ii,li,a,j,u,ballplayer,1
COCO_train2014_000000035101.jpg,2011,bon,eon,don,gov,801,con,zou,qom,boil,wing,2011
COCO_train2014_000000035265.jpg,d,adv,ady,adj,ado,adp,1229,add,dj,fdr,ballplayer,max
COCO_train2014_000000035422.jpg,of,af,cf,or,sf,off,bf,qr,oe,dr,street,of
COCO_train2014_000000035529.jpg,jd,jp,22,222,28,jo,10,jv,jib,14,projector,20
COCO_train2014_000000035589.jpg,oily,sly,fly,cay,guy,icily,clvi,cw,clg,cir,ballplayer,city
COCO_train2014_000000035715.jpg,hiking,exhume,bikkuri,blinking,lithium,billings,billing,billiards,kinking,whinny,pizza,yikhmng
COCO_train2014_000000035783.jpg,stop,slop,strop,stoop,step,stol,atop,star,tip,crop,mailbox,stop
COCO_train2014_000000035796.jpg,fire,fare,rare,tire,rife,hire,fore,flare,rime,fife,parking,fire
COCO_train2014_000000036068.jpg,e,k,li,ls,14,le,lt,zs,4,h,grocery,kg
COCO_train2014_000000036281.jpg,prodigy,noddy,foobar,toddy,pdq,rodin,fodder,reddy,recolor,poplar,candle,podar
COCO_train2014_000000036448.jpg,2,z,7,3,l,1,4,122,q,i,passenger,2
COCO_train2014_000000036498.jpg,zoll,2011,scour,sow,ooh,zou,sou,doll,sioux,kaolin,racket,2011
COCO_train2014_000000036606.jpg,lap,lab,izzy,vary,lay,2gb,ugh,lazy,van,usp,grand,4
COCO_train2014_000000036622.jpg,ad,al,311,sad,fi,30,ai,yd,il,fad,hotdog,coke
COCO_train2014_000000036639.jpg,ragas,iphone,forging,parsing,gouging,poising,porgies,parque,pox,pigs,minibus,raging
COCO_train2014_000000036757.jpg,yamaha,ymha,yamanna,zambia,tameka,vanilla,tamara,panama,yanking,tanisha,parking,yamaha
COCO_train2014_000000036881.jpg,sony,sou,sav,sgml,saw,sew,sam,semi,slav,suv,racket,sony
COCO_train2014_000000036968.jpg,gog,106,bog,moos,2008,hod,coos,dog,goo,bod,microwave,409
COCO_train2014_000000037174.jpg,air,mir,mr,dir,our,ale,miler,adler,min,pair,golfcart,air
COCO_train2014_000000037244.jpg,da,di,1,dj,du,dr,dh,bi,oi,ion,rotisserie,da
COCO_train2014_000000037396.jpg,ids,di,ida,dj,ldc,dz,dr,d,ix,oi,banana,d
COCO_train2014_000000037458.jpg,end,find,em,fad,emu,fend,enid,2nd,fwd,eng,street,end
COCO_train2014_000000037502.jpg,1st,isl,ussr,usa,usb,usp,use,usu,tsp,iso,desktop,header
COCO_train2014_000000037857.jpg,moi,snot,mot,wot,knot,hot,quot,pivot,1701,swot,bookshop,not
COCO_train2014_000000038122.jpg,gi,a,g,bi,8,fi,1957,si,4,zen,steel,usb
COCO_train2014_000000038198.jpg,aug,slug,mug,nag,jug,avg,rug,adc,nic,nbc,seat,aug
COCO_train2014_000000038370.jpg,il,rp,7,z,t,tl,tu,ta,ti,td,folding,7
COCO_train2014_000000038380.jpg,8,3,e,g,b,jg,is,c,13,z,horizontal,8
COCO_train2014_000000038681.jpg,557,631,31st,1957,547,asl,31,hst,sst,dst,traffic,357
COCO_train2014_000000038895.jpg,alissa,luisa,alyssa,uss,suss,guess,ohsa,ursa,nyasa,pisa,hotdog,s
COCO_train2014_000000038905.jpg,holman,hokum,mothers,morrow,horizon,montana,notion,mormon,nohow,morison,trolleybus,northern
COCO_train2014_000000039201.jpg,rx,fr,rn,rr,px,r,ffc,pr,rag,fy,orange,city
COCO_train2014_000000039447.jpg,9,isl,3,s,iso,sj,1st,5,si,usp,racket,penn
COCO_train2014_000000039475.jpg,exit,ext,eat,ent,east,exalt,bit,edit,evil,lxii,street,exit
COCO_train2014_000000039514.jpg,drowse,browse,spouse,grouse,promise,grower,proviso,trounce,browses,ironies,police,tomas
COCO_train2014_000000039555.jpg,ad,no,ho,moi,sacco,snog,agog,nco,ago,ag,traffic,red
COCO_train2014_000000039847.jpg,gallon,slalom,station,siphon,stolon,solon,elation,samoa,gillion,sailor,street,station
