image ,Object-1,P1,Object-2,P2,Object-2,P3,Object-2,P4,scene,p
COCO_train2014_000000004527.jpg,ballplayer,0.9691841,0,0,0,0,0,0,baseball,0.932585597
COCO_train2014_000000004716.jpg,racket,0.99983513,0,0,0,0,0,0,recreation,0.3263236582
COCO_train2014_000000004719.jpg,hotdog,0.8775149,plate,0.115044214,0,0,0,0,delicatessen,0.2253323197
COCO_train2014_000000004741.jpg,alp,0.7487578,thatch,0.16955163,0,0,0,0,inn,0.2796874046
COCO_train2014_000000005088.jpg,airliner,0.99966824,0,0,0,0,0,0,airfield,0.4556467533
COCO_train2014_000000005113.jpg,computer,0.9813643,0,0,0,0,0,0,museum,0.0696747005
COCO_train2014_000000005294.jpg,shopping,0.44042656,barrow,0.3902603,accordion,0.14775518,0,0,hospital,0.1296964139
COCO_train2014_000000005424.jpg,hammer,0.8685867,0,0,0,0,0,0,dorm,0.1173028499
COCO_train2014_000000005641.jpg,computer,0.665366,telephone,0.3243898,0,0,0,0,rice,0.8980144858
COCO_train2014_000000005755.jpg,cart,0.9999939,0,0,0,0,0,0,garden,0.2991622388
COCO_train2014_000000005883.jpg,cinema,0.99999917,0,0,0,0,0,0,downtown,0.1824325025
COCO_train2014_000000006225.jpg,marimba,0.7164511,lab,0.24026549,0,0,0,0,music,0.2270289361
COCO_train2014_000000006332.jpg,thatch,0.8273522,rapeseed,0.12579651,0,0,0,0,volleyball,0.4142429531
COCO_train2014_000000006428.jpg,monitor,0.73043895,computer,0.24397579,0,0,0,0,bow,0.3675177693
COCO_train2014_000000006578.jpg,blower,0.9998211,0,0,0,0,0,0,art,0.1439411938
COCO_train2014_000000006990.jpg,viaduct,0.97221124,0,0,0,0,0,0,bridge,0.2380595952
COCO_train2014_000000007228.jpg,crutch,0.3182906,obelisk,0.22916366,traffic,0.21812442,0,0,crosswalk,0.9988943338
COCO_train2014_000000007823.jpg,street,0.9998965,0,0,0,0,0,0,motel,0.2570735216
COCO_train2014_000000008339.jpg,motor,0.9836998,0,0,0,0,0,0,crosswalk,0.5324152112
COCO_train2014_000000008379.jpg,street,0.9991837,0,0,0,0,0,0,motel,0.8723869324
COCO_train2014_000000008830.jpg,drum,0.81697977,banjo,0.17911783,0,0,0,0,campsite,0.421095252
COCO_train2014_000000008848.jpg,quilt,0.40102035,caldron,0.16836306,hoopskirt,0.1572323,0,0,church,0.5645459294
COCO_train2014_000000009138.jpg,submarine,0.31329504,airship,0.2671482,projectile,0.23099826,missile,0.17624241,deck,0.532664597
COCO_train2014_000000009398.jpg,banana,0.9998722,0,0,0,0,0,0,delicatessen,0.3752510548
COCO_train2014_000000009509.jpg,bell,0.9974935,0,0,0,0,0,0,synagogue,0.3884205818
COCO_train2014_000000009797.jpg,ski,0.99416745,0,0,0,0,0,0,ski,0.8120513558
COCO_train2014_000000010084.jpg,streetcar,0.97644085,0,0,0,0,0,0,railroad,0.3752230704
COCO_train2014_000000010230.jpg,ballplayer,0.99961936,0,0,0,0,0,0,baseball,0.7793177962
COCO_train2014_000000010265.jpg,racket,0.99899787,0,0,0,0,0,0,athletic,0.4439828098
COCO_train2014_000000010319.jpg,lawn,0.24344185,barrow,0.22811913,shovel,0.21225601,ball,0.12997304,yard,0.4449693561
COCO_train2014_000000010342.jpg,rocking,0.42019618,racer,0.20241512,airliner,0.1924334,0,0,airport,0.2529658675
COCO_train2014_000000010434.jpg,shovel,0.9186703,0,0,0,0,0,0,crosswalk,0.4918731749
COCO_train2014_000000010716.jpg,street,0.90541965,0,0,0,0,0,0,loading,0.187383607
COCO_train2014_000000010727.jpg,restaurant,0.5527773,plate,0.22456452,0,0,0,0,delicatessen,0.1583020687
COCO_train2014_000000010890.jpg,truck,0.9961598,0,0,0,0,0,0,loading,0.2660498619
COCO_train2014_000000010907.jpg,computer,0.9994228,0,0,0,0,0,0,jewelry,0.3243564963
COCO_train2014_000000011205.jpg,motor,0.97506386,0,0,0,0,0,0,kennel,0.136376068
COCO_train2014_000000011292.jpg,military,0.45574006,shop,0.34890023,0,0,0,0,pub,0.420017302
COCO_train2014_000000011519.jpg,horse,0.99999917,0,0,0,0,0,0,slum,0.8847680688
COCO_train2014_000000011569.jpg,streetcar,0.99998784,0,0,0,0,0,0,street,0.5176107287
COCO_train2014_000000011613.jpg,ski,0.99999166,0,0,0,0,0,0,ice,0.6510763764
COCO_train2014_000000011631.jpg,mountain,0.52744895,bike,0.44891238,0,0,0,0,mountain,0.2746364772
COCO_train2014_000000012044.jpg,plate,0.89593107,0,0,0,0,0,0,restaurant,0.1997838914
COCO_train2014_000000012109.jpg,minivan,0.9931486,0,0,0,0,0,0,parking,0.3177555501
COCO_train2014_000000012183.jpg,warplane,0.755485,shuttle,0.24287122,0,0,0,0,hayfield,0.2710398734
COCO_train2014_000000012233.jpg,motor,0.49297938,moped,0.46570927,0,0,0,0,junkyard,0.4884321094
COCO_train2014_000000012418.jpg,umbrella,0.99999535,0,0,0,0,0,0,diner,0.3627986312
COCO_train2014_000000012822.jpg,ski,0.9999974,0,0,0,0,0,0,ice,0.4483790994
COCO_train2014_000000012839.jpg,television,0.9986634,0,0,0,0,0,0,television,0.4160326123
COCO_train2014_000000013176.jpg,dishwasher,0.34215856,shop,0.28933907,0,0,0,0,closet,0.1677688211
COCO_train2014_000000013336.jpg,seat,0.9916598,0,0,0,0,0,0,bathroom,0.6429492235
COCO_train2014_000000013528.jpg,streetcar,0.8322021,streetcar,0.16776213,0,0,0,0,bus,0.9275967479
COCO_train2014_000000013547.jpg,wardrobe,0.28476915,door,0.21845984,0,0,0,0,bathroom,0.5205529332
COCO_train2014_000000013636.jpg,dog,0.9999646,0,0,0,0,0,0,veterinarians,0.5385301709
COCO_train2014_000000013715.jpg,tricycle,0.5772959,fan,0.14883547,bicycle,0.10786279,0,0,gas,0.4217237234
COCO_train2014_000000013912.jpg,store,0.99679357,0,0,0,0,0,0,market,0.2289925665
COCO_train2014_000000013934.jpg,steam,0.83628297,car,0.15655495,0,0,0,0,railroad,0.8946040869
COCO_train2014_000000013944.jpg,crane,0.5094979,traffic,0.46716538,0,0,0,0,highway,0.2345559597
COCO_train2014_000000013983.jpg,bakery,0.31042334,bakery,0.25531587,store,0.15426229,shop,0.15219909,pizzeria,0.4911013544
COCO_train2014_000000014319.jpg,backpack,0.9828448,0,0,0,0,0,0,theater,0.1578442305
COCO_train2014_000000014484.jpg,trolleybus,0.9512712,0,0,0,0,0,0,bus,0.2271180898
COCO_train2014_000000014537.jpg,ballplayer,0.99805284,0,0,0,0,0,0,baseball,0.8533949256
COCO_train2014_000000014546.jpg,speedboat,0.9157213,0,0,0,0,0,0,wave,0.5734307766
COCO_train2014_000000015289.jpg,engine,0.9084519,0,0,0,0,0,0,downtown,0.134474203
COCO_train2014_000000015297.jpg,tiger,0.2567238,shoe,0.22707298,tabby,0.17647548,sandal,0.116947256,berth,0.4777303636
COCO_train2014_000000015356.jpg,trolleybus,0.99981266,0,0,0,0,0,0,bus,0.9824888706
COCO_train2014_000000015816.jpg,helmet,0.999998,0,0,0,0,0,0,raceway,0.9993414879
COCO_train2014_000000015976.jpg,streetcar,0.9435763,0,0,0,0,0,0,bus,0.5498538613
COCO_train2014_000000016119.jpg,wombat,0.99381024,0,0,0,0,0,0,lawn,0.8283451796
COCO_train2014_000000016418.jpg,airliner,0.999813,0,0,0,0,0,0,runway,0.6603564024
COCO_train2014_000000016486.jpg,model,0.6239515,tractor,0.19010074,thresher,0.17993948,0,0,excavation,0.2625073195
COCO_train2014_000000016547.jpg,ballplayer,0.9986099,0,0,0,0,0,0,baseball,0.9009032846
COCO_train2014_000000016578.jpg,traffic,0.99735343,0,0,0,0,0,0,parking,0.1406981051
COCO_train2014_000000016659.jpg,ballplayer,0.99808216,0,0,0,0,0,0,baseball,0.9155833125
COCO_train2014_000000017226.jpg,warplane,0.99999666,0,0,0,0,0,0,sky,0.6617406607
COCO_train2014_000000017399.jpg,wall,0.64042026,barometer,0.35775736,0,0,0,0,waiting,0.7078950405
COCO_train2014_000000017578.jpg,marimba,0.999788,0,0,0,0,0,0,restaurant,0.1829342246
COCO_train2014_000000017839.jpg,maypole,0.43575066,bicycle,0.23928434,0,0,0,0,soccer,0.5288924575
COCO_train2014_000000017938.jpg,unicycle,0.7394504,swing,0.2591992,0,0,0,0,plaza,0.3801932037
COCO_train2014_000000018299.jpg,table,0.97787744,0,0,0,0,0,0,coffee,0.2802318335
COCO_train2014_000000018370.jpg,helmet,0.71793,motor,0.2732184,0,0,0,0,auto,0.5727247
COCO_train2014_000000018702.jpg,warplane,0.99980193,0,0,0,0,0,0,pet,0.6466201544
COCO_train2014_000000018873.jpg,doormat,0.88067174,stocking,0.106030345,0,0,0,0,childs,0.2974143028
COCO_train2014_000000018952.jpg,church,0.9999882,0,0,0,0,0,0,tower,0.5836464167
COCO_train2014_000000018994.jpg,teddy,0.9999858,0,0,0,0,0,0,amusement,0.2894410491
COCO_train2014_000000019202.jpg,traffic,0.9416832,0,0,0,0,0,0,parking,0.3134702444
COCO_train2014_000000019413.jpg,streetcar,0.9996464,0,0,0,0,0,0,bus,0.9342650771
COCO_train2014_000000019766.jpg,bannister,0.999767,0,0,0,0,0,0,plaza,0.2024567872
COCO_train2014_000000019918.jpg,swing,0.6892074,bannister,0.17755018,0,0,0,0,topiary,0.6519638896
COCO_train2014_000000019927.jpg,unicycle,0.9999645,0,0,0,0,0,0,fire,0.851929903
COCO_train2014_000000019955.jpg,trunks,0.9976591,0,0,0,0,0,0,wave,0.5209976435
COCO_train2014_000000020030.jpg,carpenters,0.79963833,0,0,0,0,0,0,shoe,0.202966243
COCO_train2014_000000020039.jpg,pickup,0.99752957,0,0,0,0,0,0,junkyard,0.2417217493
COCO_train2014_000000020090.jpg,ballplayer,0.85198736,baseball,0.14801227,0,0,0,0,baseball,0.8919723034
COCO_train2014_000000020549.jpg,ambulance,0.807156,engine,0.18086818,0,0,0,0,bus,0.6062309146
COCO_train2014_000000020651.jpg,pizza,0.99374735,0,0,0,0,0,0,pizzeria,0.5794412494
COCO_train2014_000000020707.jpg,bookcase,0.95342577,0,0,0,0,0,0,pantry,0.7652844191
COCO_train2014_000000020770.jpg,catamaran,0.64594597,swimming,0.34191743,0,0,0,0,promenade,0.844610393
COCO_train2014_000000021166.jpg,street,0.99985397,0,0,0,0,0,0,loading,0.4580129981
COCO_train2014_000000021235.jpg,paddle,0.9937172,0,0,0,0,0,0,wave,0.4794429541
COCO_train2014_000000021531.jpg,pizza,0.99999905,0,0,0,0,0,0,delicatessen,0.3101630211
COCO_train2014_000000021883.jpg,ballplayer,0.9930541,0,0,0,0,0,0,veterinarians,0.6565105915
COCO_train2014_000000021968.jpg,toyshop,0.5698677,0,0,0,0,0,0,gas,0.2691852152
COCO_train2014_000000022256.jpg,table,0.98681796,0,0,0,0,0,0,dining,0.4010632336
COCO_train2014_000000022696.jpg,restaurant,0.99922633,0,0,0,0,0,0,beer,0.3195087314
COCO_train2014_000000022838.jpg,clock,0.97103566,0,0,0,0,0,0,atrium,0.1186093539
COCO_train2014_000000023107.jpg,car,0.87046903,school,0.11556651,0,0,0,0,bus,0.9916659594
COCO_train2014_000000023253.jpg,helmet,0.9999634,0,0,0,0,0,0,raceway,0.9644006491
COCO_train2014_000000023311.jpg,microwave,0.94347036,0,0,0,0,0,0,beauty,0.4129369259
COCO_train2014_000000023702.jpg,camel,0.99354917,0,0,0,0,0,0,beach,0.3924803734
COCO_train2014_000000023797.jpg,engine,0.99997735,0,0,0,0,0,0,fire,0.99089396
COCO_train2014_000000023986.jpg,ballplayer,0.96277803,0,0,0,0,0,0,baseball,0.9092091918
COCO_train2014_000000024042.jpg,car,0.9999994,0,0,0,0,0,0,car,0.3015522659
COCO_train2014_000000024368.jpg,trolleybus,0.62711793,passenger,0.32125065,0,0,0,0,bus,0.946351409
COCO_train2014_000000024401.jpg,parachute,0.99999785,0,0,0,0,0,0,campsite,0.3257495761
COCO_train2014_000000024554.jpg,restaurant,0.7290517,guacamole,0.11590598,0,0,0,0,dining,0.2646297812
COCO_train2014_000000024585.jpg,airliner,0.9995096,0,0,0,0,0,0,airfield,0.3674084544
COCO_train2014_000000024728.jpg,shuttle,0.99999666,0,0,0,0,0,0,heliport,0.5392947197
COCO_train2014_000000024769.jpg,engine,0.9954241,0,0,0,0,0,0,raceway,0.3106145561
COCO_train2014_000000024792.jpg,train,0.9999993,0,0,0,0,0,0,train,0.8994511366
COCO_train2014_000000024802.jpg,car,0.8528782,prison,0.14449519,0,0,0,0,hotel,0.2640449107
COCO_train2014_000000024899.jpg,passenger,0.5895327,locomotive,0.4011692,0,0,0,0,train,0.9437615275
COCO_train2014_000000024923.jpg,car,0.99866974,0,0,0,0,0,0,railroad,0.6299884319
COCO_train2014_000000025102.jpg,car,0.989176,0,0,0,0,0,0,bus,0.565073967
COCO_train2014_000000025121.jpg,pencil,0.9249425,0,0,0,0,0,0,gas,0.8180784583
COCO_train2014_000000025616.jpg,seat,0.5693927,coffeepot,0.22097266,machine,0.20230886,0,0,bathroom,0.1633423865
COCO_train2014_000000025847.jpg,bullet,0.5840382,minibus,0.1744663,0,0,0,0,parking,0.4134345055
COCO_train2014_000000025885.jpg,street,0.99974114,0,0,0,0,0,0,tree,0.1299120784
COCO_train2014_000000026105.jpg,ball,0.91794276,0,0,0,0,0,0,soccer,0.6542642117
COCO_train2014_000000026164.jpg,airship,0.9986243,0,0,0,0,0,0,childs,0.2382852733
COCO_train2014_000000026165.jpg,street,0.99997854,0,0,0,0,0,0,forest,0.2874245346
COCO_train2014_000000026286.jpg,wreck,0.99197805,0,0,0,0,0,0,ocean,0.5355359316
COCO_train2014_000000026362.jpg,machine,0.9911794,0,0,0,0,0,0,phone,0.1924692392
COCO_train2014_000000026367.jpg,unicycle,0.99768555,0,0,0,0,0,0,ice,0.4890187085
COCO_train2014_000000026552.jpg,snowplow,0.61754936,canoe,0.13968647,snowplow,0.10755805,0,0,ski,0.7383826971
COCO_train2014_000000026782.jpg,banjo,0.747153,drum,0.1693301,0,0,0,0,landing,0.4474699795
COCO_train2014_000000026783.jpg,rotisserie,0.68681586,rotisserie,0.30801785,0,0,0,0,restaurant,0.5634151697
COCO_train2014_000000026893.jpg,burrito,0.9669699,0,0,0,0,0,0,office,0.6695742011
COCO_train2014_000000026895.jpg,trolleybus,0.9940977,0,0,0,0,0,0,bus,0.9969521165
COCO_train2014_000000027348.jpg,store,0.93645704,0,0,0,0,0,0,market,0.4678693116
COCO_train2014_000000027370.jpg,banana,0.9999881,0,0,0,0,0,0,delicatessen,0.3456289768
COCO_train2014_000000027513.jpg,speedboat,0.9219446,0,0,0,0,0,0,river,0.2684676051
COCO_train2014_000000027616.jpg,motor,0.6292944,motor,0.3704536,0,0,0,0,repair,0.4936591089
COCO_train2014_000000027950.jpg,ball,0.98935914,0,0,0,0,0,0,soccer,0.6891664863
COCO_train2014_000000028109.jpg,racket,0.999376,0,0,0,0,0,0,basketball,0.6799058914
COCO_train2014_000000028230.jpg,pole,0.9194689,0,0,0,0,0,0,promenade,0.5445526242
COCO_train2014_000000028327.jpg,balance,0.69473046,bikini,0.16830525,0,0,0,0,athletic,0.3985914886
COCO_train2014_000000028336.jpg,bike,0.89210796,helmet,0.10766085,0,0,0,0,trench,0.264877677
COCO_train2014_000000028392.jpg,street,0.9981364,0,0,0,0,0,0,motel,0.8443841338
COCO_train2014_000000028750.jpg,cheeseburger,0.96052176,0,0,0,0,0,0,candy,0.4104263783
COCO_train2014_000000028878.jpg,television,0.99534094,0,0,0,0,0,0,theater,0.9506955743
COCO_train2014_000000029241.jpg,prison,0.42122355,crutch,0.38665813,prison,0.10518474,0,0,alley,0.2356326729
COCO_train2014_000000029391.jpg,train,0.98120785,0,0,0,0,0,0,train,0.5471553802
COCO_train2014_000000029616.jpg,finch,0.99351394,0,0,0,0,0,0,sky,0.2263580412
COCO_train2014_000000029875.jpg,mousetrap,0.99998283,0,0,0,0,0,0,toyshop,0.2430666089
COCO_train2014_000000029894.jpg,racket,0.9999715,0,0,0,0,0,0,baseball,0.3766049445
COCO_train2014_000000029937.jpg,bannister,0.42876703,submarine,0.28227156,canoe,0.15256074,0,0,boardwalk,0.3824791014
COCO_train2014_000000030000.jpg,pole,0.5192088,pole,0.45780572,0,0,0,0,construction,0.2258202136
COCO_train2014_000000030120.jpg,ballplayer,0.9988906,0,0,0,0,0,0,baseball,0.7928094268
COCO_train2014_000000030187.jpg,microwave,0.99980444,0,0,0,0,0,0,butchers,0.2952191234
COCO_train2014_000000030841.jpg,airliner,0.9775498,0,0,0,0,0,0,runway,0.6310276389
COCO_train2014_000000031941.jpg,ballplayer,0.9013975,0,0,0,0,0,0,baseball,0.605546236
COCO_train2014_000000032231.jpg,rule,0.59589195,computer,0.30738607,0,0,0,0,market,0.3207676411
COCO_train2014_000000032270.jpg,stretcher,0.99934644,0,0,0,0,0,0,baseball,0.8108904958
COCO_train2014_000000032286.jpg,sunglasses,0.82248086,sunglass,0.15954559,0,0,0,0,bakery,0.4892863929
COCO_train2014_000000032675.jpg,chair,0.9952786,0,0,0,0,0,0,operating,0.9855597019
COCO_train2014_000000032819.jpg,lumbermill,0.9428899,0,0,0,0,0,0,amusement,0.5535171628
COCO_train2014_000000032967.jpg,tricycle,0.32280925,motor,0.2069641,moped,0.11934925,0,0,street,0.4735965431
COCO_train2014_000000033009.jpg,dining,0.6671453,restaurant,0.31685576,0,0,0,0,dining,0.1669109613
COCO_train2014_000000033186.jpg,bakery,0.9199135,0,0,0,0,0,0,art,0.2612714171
COCO_train2014_000000033341.jpg,guacamole,0.99708456,0,0,0,0,0,0,delicatessen,0.5101294518
COCO_train2014_000000033352.jpg,warplane,0.9996792,0,0,0,0,0,0,campsite,0.4249529839
COCO_train2014_000000033471.jpg,car,0.89551395,0,0,0,0,0,0,bus,0.9388449192
COCO_train2014_000000033695.jpg,school,0.9804145,0,0,0,0,0,0,bus,0.9981603026
COCO_train2014_000000033727.jpg,church,0.77883404,bell,0.18677494,0,0,0,0,tower,0.6138420105
COCO_train2014_000000033820.jpg,traffic,0.8264577,trolleybus,0.1727621,0,0,0,0,bus,0.9693843722
COCO_train2014_000000033841.jpg,truck,0.778578,van,0.13581108,0,0,0,0,forest,0.2042111605
COCO_train2014_000000033861.jpg,volleyball,0.99988735,0,0,0,0,0,0,volleyball,0.1939394474
COCO_train2014_000000033897.jpg,soccer,0.7259121,ball,0.27397296,0,0,0,0,soccer,0.9061930776
COCO_train2014_000000034063.jpg,street,0.9999224,0,0,0,0,0,0,office,0.1545671225
COCO_train2014_000000034285.jpg,alp,0.9887482,0,0,0,0,0,0,corral,0.2015211433
COCO_train2014_000000034480.jpg,paintbrush,0.551246,water,0.17627014,0,0,0,0,dorm,0.4450865984
COCO_train2014_000000034539.jpg,ski,0.9997056,0,0,0,0,0,0,ski,0.8741362095
COCO_train2014_000000034645.jpg,hat,0.8677074,cart,0.11318716,0,0,0,0,racecourse,0.5307517052
COCO_train2014_000000034971.jpg,golfcart,0.53735536,dogsled,0.21856749,malamute,0.20963538,0,0,field,0.4501051307
COCO_train2014_000000035037.jpg,beam,0.36206797,jean,0.33591524,miniskirt,0.105772614,0,0,parking,0.3158605397
COCO_train2014_000000035101.jpg,wing,0.46870393,airliner,0.44724724,0,0,0,0,runway,0.6473730206
COCO_train2014_000000035265.jpg,ballplayer,0.9983564,0,0,0,0,0,0,stadium,0.5202197433
COCO_train2014_000000035422.jpg,street,0.9953988,0,0,0,0,0,0,tree,0.5048286915
COCO_train2014_000000035529.jpg,switch,0.99973065,0,0,0,0,0,0,gas,0.4886881411
COCO_train2014_000000035589.jpg,ballplayer,0.99994564,0,0,0,0,0,0,stadium,0.5794149637
COCO_train2014_000000035715.jpg,pizza,0.9999981,0,0,0,0,0,0,pizzeria,0.9907770157
COCO_train2014_000000035783.jpg,street,0.98749024,0,0,0,0,0,0,motel,0.1322177202
COCO_train2014_000000035796.jpg,jug,0.91313434,0,0,0,0,0,0,kasbah,0.6114659309
COCO_train2014_000000036068.jpg,store,0.97883326,0,0,0,0,0,0,supermarket,0.3938483894
COCO_train2014_000000036281.jpg,candle,0.8288976,0,0,0,0,0,0,art,0.4869997799
COCO_train2014_000000036448.jpg,car,0.9903532,0,0,0,0,0,0,railroad,0.2043265551
COCO_train2014_000000036498.jpg,racket,0.99990094,0,0,0,0,0,0,gym,0.2879079282
COCO_train2014_000000036606.jpg,limousine,0.94064426,0,0,0,0,0,0,classroom,0.0666924044
COCO_train2014_000000036622.jpg,bakery,0.6451338,tray,0.19691856,hotdog,0.14474738,0,0,bakery,0.5244484544
COCO_train2014_000000036639.jpg,minibus,0.9999685,0,0,0,0,0,0,junkyard,0.7390497923
COCO_train2014_000000036757.jpg,tabby,0.84183747,cat,0.14731577,0,0,0,0,coffee,0.1934701949
COCO_train2014_000000036881.jpg,racket,0.99976534,0,0,0,0,0,0,athletic,0.9848541021
COCO_train2014_000000036968.jpg,microwave,0.9600864,0,0,0,0,0,0,kitchen,0.8007829785
COCO_train2014_000000037174.jpg,golfcart,0.63214064,stretcher,0.302495,0,0,0,0,fastfood,0.0916941315
COCO_train2014_000000037244.jpg,wok,0.5245141,frying,0.19464314,waffle,0.1839908,0,0,kitchen,0.5337048173
COCO_train2014_000000037396.jpg,banana,0.9999567,0,0,0,0,0,0,market,0.6500510573
COCO_train2014_000000037458.jpg,street,0.99987924,0,0,0,0,0,0,motel,0.7738126516
COCO_train2014_000000037502.jpg,chow,0.48774323,computer,0.23850796,keyboard,0.15083319,0,0,veterinarians,0.9694870114
COCO_train2014_000000037857.jpg,van,0.99999774,0,0,0,0,0,0,ticket,0.3466572762
COCO_train2014_000000038122.jpg,bowl,0.5649183,wok,0.21921386,0,0,0,0,beer,0.1416359097
COCO_train2014_000000038198.jpg,machine,0.93096644,0,0,0,0,0,0,car,0.9938560128
COCO_train2014_000000038370.jpg,chair,0.99963856,0,0,0,0,0,0,patio,0.7110677958
COCO_train2014_000000038380.jpg,maze,0.6650201,barrow,0.1570369,0,0,0,0,market,0.3006227613
COCO_train2014_000000038681.jpg,traffic,0.9997718,0,0,0,0,0,0,downtown,0.6244072914
COCO_train2014_000000038895.jpg,pizza,0.8747056,hotdog,0.11920326,0,0,0,0,ice,0.6796547771
COCO_train2014_000000038905.jpg,streetcar,0.625568,streetcar,0.29951486,0,0,0,0,loading,0.6515301466
COCO_train2014_000000039201.jpg,orange,0.37832534,grocery,0.33391997,orange,0.17738889,0,0,market,0.2294442356
COCO_train2014_000000039447.jpg,ballplayer,0.5873418,racket,0.39997002,0,0,0,0,athletic,0.1901391447
COCO_train2014_000000039475.jpg,street,0.999997,0,0,0,0,0,0,pharmacy,0.1899887323
COCO_train2014_000000039514.jpg,van,0.9999604,0,0,0,0,0,0,downtown,0.1392591447
COCO_train2014_000000039555.jpg,traffic,0.99930537,0,0,0,0,0,0,highway,0.4034874141
COCO_train2014_000000039847.jpg,street,0.9911135,0,0,0,0,0,0,hardware,0.2420365363
COCO_train2014_000000040129.jpg,trolleybus,0.5509141,minibus,0.38572332,0,0,0,0,junkyard,0.638410449
COCO_train2014_000000040325.jpg,drilling,0.96595806,0,0,0,0,0,0,oilrig,0.536038816
COCO_train2014_000000041074.jpg,teddy,0.99457705,0,0,0,0,0,0,pet,0.2566846013
COCO_train2014_000000041549.jpg,prison,0.451865,bassoon,0.37527037,sax,0.15975052,0,0,music,0.1075126678
COCO_train2014_000000041616.jpg,ballplayer,0.9743894,0,0,0,0,0,0,playground,0.7064458132
COCO_train2014_000000041730.jpg,broccoli,0.99783796,0,0,0,0,0,0,bakery,0.3465170562
COCO_train2014_000000041808.jpg,airliner,0.9997489,0,0,0,0,0,0,runway,0.9509318471
COCO_train2014_000000041913.jpg,banana,0.99999523,0,0,0,0,0,0,market,0.5875871181
COCO_train2014_000000041995.jpg,clock,0.86618406,clock,0.13380092,0,0,0,0,burial,0.2584307194
COCO_train2014_000000042345.jpg,street,0.9999893,0,0,0,0,0,0,pharmacy,0.2269041389
COCO_train2014_000000042481.jpg,bearskin,0.951248,0,0,0,0,0,0,embassy,0.6883265972
COCO_train2014_000000042516.jpg,unicycle,0.9861437,0,0,0,0,0,0,fire,0.1961199045
COCO_train2014_000000042741.jpg,schipperke,0.9990767,0,0,0,0,0,0,veterinarians,0.3877021968
COCO_train2014_000000042867.jpg,restaurant,0.97862726,0,0,0,0,0,0,music,0.2918966413
COCO_train2014_000000043232.jpg,flagpole,0.8839731,0,0,0,0,0,0,campus,0.187657252
COCO_train2014_000000043392.jpg,shield,0.9923274,0,0,0,0,0,0,synagogue,0.3076780438
COCO_train2014_000000043813.jpg,van,0.38435215,bike,0.22225575,unicycle,0.11649717,0,0,television,0.1868173629
