image_id,word,objects,places 
COCO_train2014_000000002280.jpg,el,airliner,airfield
COCO_train2014_000000002337.jpg,vinam,Pembroke,veterinarians_office
COCO_train2014_000000002445.jpg,13,ballplayer,baseball_field
COCO_train2014_000000002446.jpg,hill,soccer,soccer_field
COCO_train2014_000000002448.jpg,a,dining,kitchen
COCO_train2014_000000002536.jpg,33,snorkel,ice_floe
COCO_train2014_000000002543.jpg,502,studio,hotel_room
COCO_train2014_000000002560.jpg,series,racket,athletic_field/outdoor
COCO_train2014_000000002570.jpg,dell,pot,pizzeria
COCO_train2014_000000002575.jpg,the,racket,soccer_field
COCO_train2014_000000002591.jpg,clocks,tobacco,ticket_booth
COCO_train2014_000000002614.jpg,16,swimming,athletic_field/outdoor
COCO_train2014_000000002644.jpg,tours,trolleybus,bus_station/indoor
COCO_train2014_000000002664.jpg,minors,tricycle,street
COCO_train2014_000000002758.jpg,armadk,mountain,ski_slope
COCO_train2014_000000002842.jpg,mercedes-benz,racket,volleyball_court/outdoor
COCO_train2014_000000002886.jpg,essential,plate,delicatessen
COCO_train2014_000000002902.jpg,chiquita,banana,veterinarians_office
COCO_train2014_000000002982.jpg,ma,freight,railroad_track
COCO_train2014_000000002998.jpg,pay,cab,street
COCO_train2014_000000003160.jpg,colon,horse,stable
COCO_train2014_000000003178.jpg,futterquelle,Arabian,kennel/outdoor
COCO_train2014_000000003220.jpg,carefree,ballplayer,stadium/baseball
COCO_train2014_000000003242.jpg,grateful,maze,orchard
COCO_train2014_000000003286.jpg,lifelines,lens,chemistry_lab
COCO_train2014_000000003314.jpg,london,analog,arch
COCO_train2014_000000003389.jpg,3,crane,pier
COCO_train2014_000000003483.jpg,of,notebook,computer_room
COCO_train2014_000000003535.jpg,12:01am,traffic,construction_site
COCO_train2014_000000003692.jpg,street,window,archive
COCO_train2014_000000003729.jpg,expands,Crock,berth
COCO_train2014_000000003941.jpg,st,street,diner/outdoor
COCO_train2014_000000003988.jpg,another,tricycle,street
COCO_train2014_000000004065.jpg,18,restaurant,restaurant
COCO_train2014_000000004139.jpg,polo,racket,athletic_field/outdoor
COCO_train2014_000000004172.jpg,conseilg,stage,basketball_court/indoor
COCO_train2014_000000004245.jpg,stop,street,motel
COCO_train2014_000000004462.jpg,prepare,traffic,highway
COCO_train2014_000000004471.jpg,b-6414-wk,parking,phone_booth
COCO_train2014_000000004481.jpg,rd,barbershop,hardware_store
COCO_train2014_000000004575.jpg,who,desk,home_office
COCO_train2014_000000004595.jpg,smith1866,trolleybus,bus_station/indoor
COCO_train2014_000000004616.jpg,am,llama,beer_garden
COCO_train2014_000000004673.jpg,sanpellegrino,cheeseburger,butchers_shop
COCO_train2014_000000004702.jpg,mitre,soccer,soccer_field
COCO_train2014_000000004706.jpg,giraffe,impala,rice_paddy
COCO_train2014_000000004820.jpg,f,quilt,berth
COCO_train2014_000000004827.jpg,9,bakery,ball_pit
COCO_train2014_000000004885.jpg,desparpajo,ashcan,ticket_booth
COCO_train2014_000000004888.jpg,pilot,lifeboat,oilrig
COCO_train2014_000000004904.jpg,auvignon,microwave,kitchen
COCO_train2014_000000004920.jpg,qqb,breakwater,runway
COCO_train2014_000000005018.jpg,davidson,moped,junkyard
COCO_train2014_000000005115.jpg,joy,bookcase,television_room
COCO_train2014_000000005139.jpg,kt,racket,baseball_field
COCO_train2014_000000005174.jpg,beefeater,trolleybus,bus_station/indoor
COCO_train2014_000000005340.jpg,sncf,electric,train_station/platform
COCO_train2014_000000005396.jpg,germanwings,airliner,runway
COCO_train2014_000000005483.jpg,spremuta,confectionery,amusement_arcade
COCO_train2014_000000005500.jpg,23rd,pole,sky
COCO_train2014_000000005505.jpg,&,streetcar,street
COCO_train2014_000000005608.jpg,er,racket,stadium/baseball
COCO_train2014_000000005736.jpg,hyatt,schooner,oilrig
COCO_train2014_000000005809.jpg,xii,bell,synagogue/outdoor
COCO_train2014_000000005906.jpg,egypt,television,bookstore
COCO_train2014_000000005915.jpg,42,ballplayer,stadium/baseball
COCO_train2014_000000005916.jpg,yooper,ski,ski_slope
COCO_train2014_000000006010.jpg,silverton,steam,railroad_track
COCO_train2014_000000006057.jpg,l,racket,athletic_field/outdoor
COCO_train2014_000000006107.jpg,4,ballplayer,volleyball_court/outdoor
COCO_train2014_000000006148.jpg,pka,trolleybus,auto_showroom
COCO_train2014_000000006160.jpg,eb,analog,operating_room
COCO_train2014_000000006190.jpg,crew,remote,music_studio
COCO_train2014_000000006229.jpg,chandler,paddle,raft
COCO_train2014_000000006230.jpg,bea,book,childs_room
COCO_train2014_000000006270.jpg,3,streetcar,bus_station/indoor
COCO_train2014_000000006424.jpg,001gp,bow,bazaar/outdoor
COCO_train2014_000000006426.jpg,thelonius,street,hospital
COCO_train2014_000000006432.jpg,man,television,baseball_field
COCO_train2014_000000006464.jpg,ber,vault,bank_vault
COCO_train2014_000000006465.jpg,shandy,shopping,hospital_room
COCO_train2014_000000006489.jpg,university,bicycle-built-for-two,street
COCO_train2014_000000006560.jpg,emirates,airliner,sky
COCO_train2014_000000006692.jpg,serai,bicycle-built-for-two,park
COCO_train2014_000000006730.jpg,haydock,hamper,pet_shop
COCO_train2014_000000006819.jpg,j9,wing,runway
COCO_train2014_000000006860.jpg,sds,racket,stage/outdoor
COCO_train2014_000000006943.jpg,sub,trench,street
COCO_train2014_000000007159.jpg,6,ski,snowfield
COCO_train2014_000000007220.jpg,s.pellecr,dining,delicatessen
COCO_train2014_000000007307.jpg,the,racket,stadium/soccer
COCO_train2014_000000007396.jpg,out,bullet,train_station/platform
COCO_train2014_000000007504.jpg,luan,wall,jewelry_shop
COCO_train2014_000000007544.jpg,happy,trifle,bakery/shop
COCO_train2014_000000007592.jpg,met,pole,gas_station
COCO_train2014_000000007601.jpg,312,bison,pasture
COCO_train2014_000000007615.jpg,51,ballplayer,baseball_field
COCO_train2014_000000007627.jpg,volcom,parachute,promenade
COCO_train2014_000000007721.jpg,hard,street,hospital
COCO_train2014_000000007729.jpg,w,street,motel
COCO_train2014_000000007753.jpg,6,cassette,utility_room
COCO_train2014_000000007778.jpg,good,rugby,golf_course
COCO_train2014_000000007894.jpg,hot,ballplayer,baseball_field
COCO_train2014_000000007954.jpg,10,analog,water_tower
COCO_train2014_000000008006.jpg,st,traffic,office_building
COCO_train2014_000000008024.jpg,1,ice,art_school
COCO_train2014_000000008074.jpg,10,steam,junkyard
COCO_train2014_000000008095.jpg,spartans,soccer,soccer_field
COCO_train2014_000000008193.jpg,va,crash,forest_path
COCO_train2014_000000008311.jpg,kp,airliner,runway
COCO_train2014_000000008321.jpg,asus,notebook,home_office
COCO_train2014_000000008345.jpg,wustrow,lifeboat,boat_deck
COCO_train2014_000000008373.jpg,1008,projectile,landing_deck
COCO_train2014_000000008385.jpg,b,streetcar,train_interior
COCO_train2014_000000008394.jpg,road,tractor,junkyard
COCO_train2014_000000008453.jpg,ana,wing,runway
COCO_train2014_000000008494.jpg,13,ballplayer,baseball_field
COCO_train2014_000000008519.jpg,n,ballplayer,baseball_field
COCO_train2014_000000008564.jpg,fedex,electric,street
COCO_train2014_000000008659.jpg,heidrun,kimono,army_base
COCO_train2014_000000008781.jpg,city,sleeping,waiting_room
COCO_train2014_000000008813.jpg,grafofoni,pajama,veterinarians_office
COCO_train2014_000000008965.jpg,buy,oxcart,street
COCO_train2014_000000008968.jpg,snowbird,ski,snowfield
COCO_train2014_000000009045.jpg,machado,ballplayer,baseball_field
COCO_train2014_000000009091.jpg,vi,street,drugstore
COCO_train2014_000000009095.jpg,m,apron,amusement_arcade
COCO_train2014_000000009148.jpg,isuz,garbage,amusement_park
COCO_train2014_000000009176.jpg,stop,street,gas_station
COCO_train2014_000000009211.jpg,evives,toilet,bathroom
COCO_train2014_000000009226.jpg,4,passenger,train_station/platform
COCO_train2014_000000009231.jpg,8,backpack,auditorium
COCO_train2014_000000009321.jpg,adi894,church,synagogue/outdoor
COCO_train2014_000000009451.jpg,66,crash,park
COCO_train2014_000000009462.jpg,844100,lab,assembly_line
COCO_train2014_000000009488.jpg,cw,park,sandbox
COCO_train2014_000000009542.jpg,st,umbrella,plaza
COCO_train2014_000000009673.jpg,dock,crate,fire_escape
COCO_train2014_000000009778.jpg,30,street,embassy
COCO_train2014_000000009846.jpg,16,soccer,soccer_field
COCO_train2014_000000009859.jpg,renfe,bullet,train_station/platform
COCO_train2014_000000009872.jpg,metro,trolleybus,bus_station/indoor
COCO_train2014_000000009945.jpg,exit,street,diner/outdoor
COCO_train2014_000000009960.jpg,aoki,ballplayer,baseball_field
COCO_train2014_000000010015.jpg,la,ski,ski_slope
COCO_train2014_000000010125.jpg,market,crane,ice_cream_parlor
COCO_train2014_000000010161.jpg,12,soup,restaurant
COCO_train2014_000000010179.jpg,boston,ballplayer,baseball_field
COCO_train2014_000000010229.jpg,br1+3791,minivan,highway
COCO_train2014_000000010420.jpg,street,library,roof_garden
COCO_train2014_000000010495.jpg,nicolson,African,watering_hole
COCO_train2014_000000010560.jpg,geek,laptop,music_studio
COCO_train2014_000000010581.jpg,introducing,ashcan,hospital_room
COCO_train2014_000000010614.jpg,ose,pizza,pizzeria
COCO_train2014_000000010701.jpg,32,ballplayer,stadium/baseball
COCO_train2014_000000010719.jpg,m,electric,railroad_track
COCO_train2014_000000010867.jpg,hy,tobacco,loading_dock
COCO_train2014_000000011004.jpg,zone,viaduct,embassy
COCO_train2014_000000011229.jpg,woodward,chainlink,athletic_field/outdoor
COCO_train2014_000000011231.jpg,giwang,dock,boat_deck
COCO_train2014_000000011233.jpg,c,patio,pavilion
COCO_train2014_000000011265.jpg,milton,bell,bridge
COCO_train2014_000000011288.jpg,masn,ballplayer,stadium/baseball
COCO_train2014_000000011294.jpg,1158,mailbox,kennel/outdoor
COCO_train2014_000000011302.jpg,type,pencil,sushi_bar
COCO_train2014_000000011422.jpg,no,barbershop,motel
COCO_train2014_000000011528.jpg,samsung,desk,home_office
COCO_train2014_000000011624.jpg,tnt,racket,campus
COCO_train2014_000000011673.jpg,facelift,crane,tower
COCO_train2014_000000011680.jpg,432,unicycle,barndoor
COCO_train2014_000000011697.jpg,aimcco,trolleybus,parking_garage/outdoor
COCO_train2014_000000011707.jpg,paa,wing,hangar/indoor
COCO_train2014_000000011812.jpg,instappen,electric,railroad_track
COCO_train2014_000000011838.jpg,ducati,moped,parking_lot
COCO_train2014_000000011842.jpg,homelessness,parking,driveway
COCO_train2014_000000012146.jpg,babe,wok,restaurant_kitchen
COCO_train2014_000000012155.jpg,asm,fire,fire_station
COCO_train2014_000000012158.jpg,light-ts,parachute,field/cultivated
COCO_train2014_000000012228.jpg,c,chow,veterinarians_office
COCO_train2014_000000012249.jpg,ier,hotdog,butchers_shop
COCO_train2014_000000012386.jpg,fotograto,web,iceberg
COCO_train2014_000000012434.jpg,valley,snowmobile,ski_slope
COCO_train2014_000000012544.jpg,dxf,trolleybus,bus_station/indoor
COCO_train2014_000000012556.jpg,3,parking,parking_lot
COCO_train2014_000000012626.jpg,hsbc,pier,skyscraper
COCO_train2014_000000012641.jpg,enter,street,diner/outdoor
COCO_train2014_000000012726.jpg,waste,garbage,fire_station
COCO_train2014_000000012766.jpg,aste,menu,delicatessen
COCO_train2014_000000012810.jpg,rafters,ballplayer,stadium/baseball
COCO_train2014_000000012864.jpg,sony,hand-held,phone_booth
COCO_train2014_000000012933.jpg,25,bicycle-built-for-two,picnic_area
COCO_train2014_000000013188.jpg,c-fm2,airliner,runway
COCO_train2014_000000013198.jpg,santa,park,promenade
COCO_train2014_000000013215.jpg,bixby,wing,airfield
COCO_train2014_000000013273.jpg,9,desktop,office
COCO_train2014_000000013278.jpg,bryanelkus.com,unicycle,burial_chamber
COCO_train2014_000000013284.jpg,2011,vending,gift_shop
COCO_train2014_000000013318.jpg,police,cash,booth/indoor
COCO_train2014_000000013355.jpg,com,bobsled,repair_shop
COCO_train2014_000000013362.jpg,merth,soccer,baseball_field
COCO_train2014_000000013372.jpg,sa2531,dock,harbor
COCO_train2014_000000013397.jpg,b4863,wing,airfield
COCO_train2014_000000013452.jpg,lakeland,plate,delicatessen
COCO_train2014_000000013497.jpg,pakistan,trailer,mountain_snowy
COCO_train2014_000000013524.jpg,billying!,street,sky
COCO_train2014_000000013540.jpg,y,web,wave
COCO_train2014_000000013717.jpg,forest,ballplayer,baseball_field
COCO_train2014_000000013720.jpg,cream,plate,beer_garden
COCO_train2014_000000013731.jpg,pineapple,cleaver,bakery/shop
COCO_train2014_000000013797.jpg,awaz,groom,lecture_room
COCO_train2014_000000013868.jpg,lung,turnstile,airport_terminal
COCO_train2014_000000013979.jpg,2,bannister,escalator/indoor
COCO_train2014_000000013995.jpg,138,ski,sky
COCO_train2014_000000014103.jpg,forum,ski,ski_slope
COCO_train2014_000000014113.jpg,c,paddle,wave
COCO_train2014_000000014180.jpg,burton,ski,ski_slope
COCO_train2014_000000014209.jpg,280398,dogsled,excavation
COCO_train2014_000000014252.jpg,w,racket,soccer_field
COCO_train2014_000000014281.jpg,club,web,supermarket
COCO_train2014_000000014283.jpg,19,ballplayer,baseball_field
COCO_train2014_000000014320.jpg,stop,street,motel
COCO_train2014_000000014337.jpg,elawgrrl.com,lampshade,science_museum
COCO_train2014_000000014367.jpg,bryanelkus.com,sunglasses,promenade
COCO_train2014_000000014502.jpg,circa,unicycle,park
COCO_train2014_000000014619.jpg,canada,dam,glacier
COCO_train2014_000000014622.jpg,railion,electric,railroad_track
COCO_train2014_000000014653.jpg,am,laptop,hospital_room
COCO_train2014_000000014707.jpg,824,warplane,sky
COCO_train2014_000000014740.jpg,5,fireboat,fountain
COCO_train2014_000000014774.jpg,dsun,shower,bathroom
COCO_train2014_000000014795.jpg,no,racket,soccer_field
COCO_train2014_000000014824.jpg,stop,confectionery,fabric_store
COCO_train2014_000000014938.jpg,templeton,racket,stadium/baseball
COCO_train2014_000000014985.jpg,nsp,ski,gas_station
COCO_train2014_000000015049.jpg,cshootfirsteatlater.com ,bagel,bakery/shop
COCO_train2014_000000015107.jpg,mar,espresso,repair_shop
COCO_train2014_000000015122.jpg,10,baseball,baseball_field
COCO_train2014_000000015151.jpg,r,harmonica,music_studio
COCO_train2014_000000015185.jpg,cola,cheeseburger,delicatessen
COCO_train2014_000000015193.jpg,way,jean,street
COCO_train2014_000000015219.jpg,coke,plate,pizzeria
COCO_train2014_000000015239.jpg,perr,pop,hardware_store
COCO_train2014_000000015269.jpg,robinsons,racket,football_field
COCO_train2014_000000015273.jpg,army,projectile,hangar/indoor
COCO_train2014_000000015311.jpg,f,digital,ice_shelf
COCO_train2014_000000015382.jpg,green,racket,soccer_field
COCO_train2014_000000015427.jpg,xli,punching,nursing_home
COCO_train2014_000000015451.jpg,lx,moped,street
COCO_train2014_000000015496.jpg,15,ski,glacier
COCO_train2014_000000015582.jpg,123,maraca,playroom
COCO_train2014_000000015684.jpg,gh,hair,playroom
COCO_train2014_000000015843.jpg,fox,ballplayer,baseball_field
COCO_train2014_000000015930.jpg,and,chainlink,topiary_garden
COCO_train2014_000000016027.jpg,c,school,bus_station/indoor
COCO_train2014_000000016038.jpg,co,streetcar,fire_station
COCO_train2014_000000016125.jpg,the,grocery,sushi_bar
COCO_train2014_000000016254.jpg,monarch,shoe,delicatessen
COCO_train2014_000000016343.jpg,in,home,home_theater
COCO_train2014_000000016361.jpg,after,prison,youth_hostel
COCO_train2014_000000016403.jpg,line,hotdog,beer_garden
COCO_train2014_000000016424.jpg,sterizer,espresso,pantry
COCO_train2014_000000016449.jpg,stationary,street,amusement_park
COCO_train2014_000000016465.jpg,sphs,soccer,soccer_field
COCO_train2014_000000016494.jpg,salted,French,bakery/shop
COCO_train2014_000000016509.jpg,east,racket,baseball_field
COCO_train2014_000000016525.jpg,cafe,library,shopping_mall/indoor
COCO_train2014_000000016538.jpg,rigi,streetcar,train_station/platform
COCO_train2014_000000016653.jpg,and,steam,railroad_track
COCO_train2014_000000016680.jpg,size,mousetrap,candy_store
COCO_train2014_000000016720.jpg,11,analog,water_tower
COCO_train2014_000000016755.jpg,procor ,submarine,train_station/platform
COCO_train2014_000000016765.jpg,279,warplane,heliport
COCO_train2014_000000016827.jpg,m,plunger,golf_course
COCO_train2014_000000016837.jpg,footbridge,passenger,railroad_track
COCO_train2014_000000017057.jpg,hkz,trailer,bus_station/indoor
COCO_train2014_000000017100.jpg,27,electric,railroad_track
COCO_train2014_000000017153.jpg,delish,rubber,candy_store
COCO_train2014_000000017166.jpg,in,restaurant,diner/outdoor
COCO_train2014_000000017174.jpg,stop,jeep,field/wild
COCO_train2014_000000017180.jpg,40,airliner,runway
COCO_train2014_000000017236.jpg,chemistry,stole,chemistry_lab
COCO_train2014_000000017316.jpg,very,toilet,sauna
COCO_train2014_000000017401.jpg,addidas,bolete,lawn
COCO_train2014_000000017474.jpg,canova,library,canal/urban
COCO_train2014_000000017488.jpg,cort,lemon,ball_pit
COCO_train2014_000000017526.jpg,urtore,wing,promenade
COCO_train2014_000000017625.jpg,stop,street,embassy
COCO_train2014_000000017675.jpg,d5,airliner,runway
COCO_train2014_000000017703.jpg,surf,great,wave
COCO_train2014_000000017712.jpg,creamer,fireboat,boat_deck
COCO_train2014_000000017760.jpg,vendo,turnstile,shoe_shop
COCO_train2014_000000017936.jpg,dar,Egyptian,dressing_room
COCO_train2014_000000017945.jpg,gabrielles,umbrella,slum
COCO_train2014_000000018093.jpg,itar,coffeepot,science_museum
COCO_train2014_000000018099.jpg,mph,traffic,motel
COCO_train2014_000000018179.jpg,passenger,passenger,railroad_track
COCO_train2014_000000018270.jpg,spider-man,sarong,crosswalk
COCO_train2014_000000018290.jpg,24,swab,volleyball_court/outdoor
COCO_train2014_000000018309.jpg,u:33472,pickup,residential_neighborhood
COCO_train2014_000000018432.jpg,d,restaurant,pizzeria
COCO_train2014_000000018441.jpg,photography,warplane,runway
COCO_train2014_000000018467.jpg,bunches,broccoli,bakery/shop
COCO_train2014_000000018482.jpg,brooklyn,street,parking_garage/outdoor
COCO_train2014_000000018559.jpg,en,racket,basketball_court/indoor
COCO_train2014_000000018661.jpg,1,cab,crosswalk
COCO_train2014_000000018773.jpg,dog,hotdog,butchers_shop
COCO_train2014_000000018811.jpg,st,crutch,street
COCO_train2014_000000018882.jpg,gas,crash,street
COCO_train2014_000000018942.jpg,vasco,banjo,television_room
COCO_train2014_000000018958.jpg,@,running,roof_garden
COCO_train2014_000000019085.jpg,gardens,school,bus_station/indoor
COCO_train2014_000000019185.jpg,sunday,parking,street
COCO_train2014_000000019193.jpg,greenford,streetcar,bus_station/indoor
COCO_train2014_000000019375.jpg,laker,rain,beer_garden
COCO_train2014_000000019385.jpg,chaud,amphibian,plaza
COCO_train2014_000000019387.jpg,fortn,palace,building_facade
COCO_train2014_000000019397.jpg,cat,desktop,coffee_shop
COCO_train2014_000000019435.jpg,sos,freight,railroad_track
COCO_train2014_000000019463.jpg,9459,broccoli,topiary_garden
COCO_train2014_000000019487.jpg,kids.play,racket,martial_arts_gym
COCO_train2014_000000019496.jpg,1498,passenger,train_station/platform
COCO_train2014_000000019528.jpg,saga,Labrador,pet_shop
COCO_train2014_000000019542.jpg,stop,traffic,wind_farm
COCO_train2014_000000019635.jpg,miles,red,home_theater
COCO_train2014_000000019681.jpg,20-13,streetcar,bus_station/indoor
COCO_train2014_000000019707.jpg,skatepark,balance,water_park
COCO_train2014_000000019753.jpg,9,washbasin,ball_pit
COCO_train2014_000000019754.jpg,csb,notebook,sky
COCO_train2014_000000019863.jpg,8,steam,repair_shop
COCO_train2014_000000019874.jpg,p,parking,crosswalk
COCO_train2014_000000019899.jpg,transport,street,tower
COCO_train2014_000000019926.jpg,or,crutch,beauty_salon
COCO_train2014_000000019980.jpg,north,notebook,television_room
COCO_train2014_000000020012.jpg,zegna,racket,baseball_field
COCO_train2014_000000020106.jpg,strr,water,hayfield
COCO_train2014_000000020182.jpg,w302,garbage,excavation
COCO_train2014_000000020279.jpg,cni,laptop,veterinarians_office
COCO_train2014_000000020464.jpg,company,guillotine,classroom
COCO_train2014_000000020515.jpg,back,traffic,water_tower
COCO_train2014_000000020524.jpg,san,coffeepot,bus_interior
COCO_train2014_000000020528.jpg,pyrex,refrigerator,beauty_salon
COCO_train2014_000000020611.jpg,88,ski,ski_slope
COCO_train2014_000000020702.jpg,tomato,plate,kitchen
COCO_train2014_000000020839.jpg,41,monastery,street
COCO_train2014_000000020857.jpg,polenta,spaghetti,bakery/shop
COCO_train2014_000000020860.jpg,anhe,teddy,playroom
COCO_train2014_000000020882.jpg,boso,orange,aquarium
COCO_train2014_000000020983.jpg,fotoby,suit,elevator/door
COCO_train2014_000000021084.jpg,air,airliner,lagoon
COCO_train2014_000000021151.jpg,itp,crash,raceway
COCO_train2014_000000021169.jpg,treasured,toyshop,gift_shop
COCO_train2014_000000021253.jpg,chukw,trolleybus,bus_station/indoor
COCO_train2014_000000021254.jpg,j.co,bakery,candy_store
COCO_train2014_000000021257.jpg,8104,passenger,train_station/platform
COCO_train2014_000000021269.jpg,347,street,gas_station
COCO_train2014_000000021313.jpg,caps,computer,veterinarians_office
COCO_train2014_000000021330.jpg,axum,street,motel
COCO_train2014_000000021343.jpg,brollus,breakwater,downtown
COCO_train2014_000000021528.jpg,p,unicycle,crosswalk
COCO_train2014_000000021622.jpg,caution,toilet,bathroom
COCO_train2014_000000021632.jpg,f,Kerry,street
COCO_train2014_000000021647.jpg,66-5,passenger,street
COCO_train2014_000000021674.jpg,blues,sunglasses,television_studio
COCO_train2014_000000021717.jpg,happy,plunger,ice_cream_parlor
COCO_train2014_000000021972.jpg,continental,airliner,runway
COCO_train2014_000000021981.jpg,lane,motor,parking_lot
COCO_train2014_000000021983.jpg,2,rugby,soccer_field
COCO_train2014_000000022086.jpg,s,pajama,nursing_home
COCO_train2014_000000022102.jpg,azzurr,pizza,pizzeria
COCO_train2014_000000022145.jpg,bank,plate,delicatessen
COCO_train2014_000000022218.jpg,cabaret,airliner,runway
COCO_train2014_000000022222.jpg,hn27,bubble,crosswalk
COCO_train2014_000000022224.jpg,14,passenger,field/wild
COCO_train2014_000000022229.jpg,selfidge,trolleybus,bus_station/indoor
COCO_train2014_000000022230.jpg,2d.3e,analog,bank_vault
COCO_train2014_000000022270.jpg,n,stethoscope,laundromat
COCO_train2014_000000022291.jpg,0,racket,arena/performance
COCO_train2014_000000022367.jpg,10,violin,playroom
COCO_train2014_000000022411.jpg,read,library,library/indoor
COCO_train2014_000000022429.jpg,happy,studio,ball_pit
COCO_train2014_000000022448.jpg,love,plate,childs_room
COCO_train2014_000000022456.jpg,63,tobacco,shopfront
COCO_train2014_000000022500.jpg,restaurant,jinrikisha,bazaar/outdoor
COCO_train2014_000000022582.jpg,parking,cab,downtown
COCO_train2014_000000022593.jpg,i,desktop,repair_shop
COCO_train2014_000000022624.jpg,647,ski,ski_slope
COCO_train2014_000000022650.jpg,quiksilver,neck,pub/indoor
COCO_train2014_000000022651.jpg,ne,red,pantry
COCO_train2014_000000022710.jpg,spet,street,gas_station
COCO_train2014_000000022837.jpg,82,pizza,pizzeria
COCO_train2014_000000022880.jpg,8,king,gift_shop
COCO_train2014_000000022940.jpg,photography,mountain,trench
COCO_train2014_000000022949.jpg,200,television,home_theater
COCO_train2014_000000022964.jpg,international,racket,soccer_field
COCO_train2014_000000023004.jpg,4,sorrel,racecourse
COCO_train2014_000000023015.jpg,olympus,ballplayer,stadium/baseball
COCO_train2014_000000023072.jpg,love,umbrella,crosswalk
COCO_train2014_000000023137.jpg,l595,car,parking_lot
COCO_train2014_000000023140.jpg,g,ballplayer,baseball_field
COCO_train2014_000000023158.jpg,m,crayfish,pizzeria
COCO_train2014_000000023287.jpg,14,soccer,athletic_field/outdoor
COCO_train2014_000000023298.jpg,proteus,bicycle-built-for-two,nursing_home
COCO_train2014_000000023315.jpg,bir,water,pizzeria
COCO_train2014_000000023361.jpg,sleenvoordo,traffic,crosswalk
COCO_train2014_000000023415.jpg,h,toilet,berth
COCO_train2014_000000023480.jpg,fed,racket,stadium/baseball
COCO_train2014_000000023487.jpg,college,streetcar,street
COCO_train2014_000000023538.jpg,by:,cheeseburger,bakery/shop
COCO_train2014_000000023541.jpg,silk,totem,barndoor
COCO_train2014_000000023648.jpg,la,rifle,barndoor
COCO_train2014_000000023759.jpg,v,bell,tower
COCO_train2014_000000023906.jpg,k,wok,pizzeria
COCO_train2014_000000023914.jpg,11/28/2008,kelpie,dorm_room
COCO_train2014_000000023998.jpg,dg,ski,ice_skating_rink/outdoor
COCO_train2014_000000024026.jpg,da,restaurant,food_court
COCO_train2014_000000024072.jpg,nipple,nipple,veterinarians_office
COCO_train2014_000000024076.jpg,api,gas,art_studio
COCO_train2014_000000024091.jpg,came,cab,auto_factory
COCO_train2014_000000024149.jpg,sony,mouse,computer_room
COCO_train2014_000000024296.jpg,rama,ballplayer,baseball_field
COCO_train2014_000000024352.jpg,ta,racket,golf_course
COCO_train2014_000000024497.jpg,st,street,playground
COCO_train2014_000000024547.jpg,p,pizza,pizzeria
COCO_train2014_000000024699.jpg,sto,pole,desert/sand
COCO_train2014_000000024716.jpg,gelato,pizza,pizzeria
COCO_train2014_000000024737.jpg,blue,umbrella,office_building
COCO_train2014_000000024782.jpg,eod,trolleybus,bus_station/indoor
COCO_train2014_000000024794.jpg,ch,cellular,beauty_salon
